district,facility,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365
chama,Chibale,16.35970975,16.68022469,17.00259559,17.32710783,17.65469906,17.98614704,18.32142669,18.66004461,19.00079555,19.34232484,19.68267295,20.02054561,20.35513285,20.68675336,21.01532677,21.34030873,21.66049921,21.9748387,22.28269475,22.58310763,22.87468318,23.15662044,23.42837599,23.68987461,23.9409474,24.1804791,24.40742787,24.62208393,24.82467614,25.01515974,25.19251771,25.35668171,25.50871835,25.65019153,25.78164957,25.90314651,26.01437481,26.11546456,26.20694219,26.28875199,26.36143598,26.42628814,26.48356242,26.53316265,26.57437445,26.60667177,26.62911613,26.64202955,26.64561883,26.63889446,26.6213863,26.5934664,26.55593888,26.50821081,26.44877324,26.37578455,26.28831082,26.18630229,26.06936747,25.93769783,25.79219048,25.63404815,25.46357758,25.28051266,25.08475197,24.87660555,24.65633915,24.42468746,24.1821892,23.92899425,23.66741053,23.39889131,23.12484184,22.84590415,22.56332508,22.27911953,21.995611,21.71539661,21.43974857,21.16999115,20.90733343,20.65271084,20.4065788,20.16896071,19.94108962,19.72450582,19.52122277,19.33253388,19.15901252,19.00029524,18.85594657,18.72509904,18.60749404,18.50301698,18.41174047,18.33327631,18.26623087,18.20893766,18.16001822,18.11868112,18.08459574,18.05656742,18.03277127,18.01128639,17.99134394,17.9720311,17.95229721,17.93078303,17.90670534,17.88000098,17.85066996,17.81871228,17.78372077,17.74456543,17.70029576,17.64956789,17.59166547,17.52637181,17.45371964,17.37329679,17.28456491,17.18673272,17.07900897,16.96137312,16.83365009,16.69504193,16.5447507,16.38277512,16.2095672,16.02486244,15.82812961,15.6192871,15.39825328,15.16590899,14.92413892,14.67407219,14.41678173,14.15293971,13.88309186,13.60790099,13.32789877,13.04361688,12.75544531,12.46446218,12.172328,11.88048747,11.59113662,11.30584393,11.02525674,10.74959256,10.47965424,10.21651138,9.961036863,9.714103564,9.475888573,9.246442531,9.026438946,8.817000917,8.618603252,8.431596526,8.256378142,8.093486004,7.943008424,7.805428301,7.680615319,7.567435309,7.465124426,7.372663941,7.289381677,7.214731909,7.148051829,7.08880976,7.036474025,6.990654641,6.95068063,6.916021514,6.88618307,6.860313155,6.837559625,6.817491827,6.799859542,6.784272056,6.770198158,6.757466035,6.745950071,6.735449715,6.726180763,6.718359009,6.711750657,6.706402906,6.702272045,6.699408027,6.697860804,6.698042724,6.699802946,6.702990633,6.707454946,6.712877657,6.719307829,6.726756849,6.735236109,6.744756997,6.755330902,6.767123762,6.780541563,6.795944102,6.81370723,6.833694685,6.855770206,6.87979753,6.905640396,6.933422048,6.9631065,6.994657766,7.027767658,7.062250388,7.098357273,7.136260476,7.176144125,7.218136153,7.262345963,7.308900135,7.357883336,7.409380236,7.462958564,7.518354645,7.575564724,7.634433638,7.694945482,7.757028151,7.820647213,7.885802945,7.952270831,8.019985584,8.088295433,8.156335317,8.22356736,8.289281525,8.353223685,8.415104336,8.47467164,8.531703202,8.585734652,8.636502764,8.68374431,8.727408593,8.767126454,8.802096654,8.831840263,8.85607991,8.874594423,8.887181156,8.893395493,8.893068892,8.886032808,8.872598136,8.853049011,8.827253539,8.795231235,8.756803557,8.711791964,8.660036442,8.601406493,8.536038324,8.463908913,8.385427176,8.300975265,8.210675417,8.11482203,8.013736632,7.907776699,7.797262037,7.682483013,7.563937255,7.441846317,7.316462271,7.188294099,7.058000644,6.926391841,6.793899111,6.660775738,6.52737696,6.394028577,6.261278431,6.12939829,5.998659923,5.869010206,5.740572642,5.613886759,5.489492083,5.367969444,5.249899672,5.135845069,5.026303711,4.92173176,4.822768184,4.730128475,4.644668622,4.566798706,4.49691275,4.435433846,4.382784522,4.339308763,4.305323794,4.280922045,4.266509945,4.262463406,4.268981045,4.286261481,4.314347223,4.353280782,4.403036605,4.463475915,4.534489368,4.615911426,4.707688707,4.809585029,4.921230405,5.041908286,5.171301203,5.309091686,5.454956348,5.608469843,5.769383228,5.93744756,6.112601224,6.2945668,6.482990338,6.677260313,6.877190034,7.082733308,7.29367133,7.509597967,7.73012464,7.954935515,8.183808418,8.41618829,8.651566904,8.889392547,9.12945404,9.371640563,9.615841293,9.861978089,10.11039045,10.36141473,10.61604298,10.87460196,11.13651475,11.40154899,11.66969575,11.94056812,12.21363868,12.48926447,12.76798601,13.05023968,13.33586867,13.6244586,13.91576874,14.20951154,14.5062752,14.80641042,15.11007388,15.41714529,15.72769166,16.04189878
chama,Chifunda,5.568254249,5.752448765,5.939470678,6.128614134,6.319223875,6.510835484,6.702784728,6.894719586,7.086392512,7.2774701,7.467634665,7.655402137,7.839288443,8.018111694,8.190740593,8.356244052,8.513584829,8.662037901,8.801212228,8.930894698,9.050878554,9.16075455,9.260856065,9.35151648,9.432649913,9.504170485,9.566034464,9.618198119,9.660617718,9.693311973,9.716391811,9.729979207,9.735155136,9.73301018,9.724236729,9.709476581,9.689060685,9.663468291,9.633058445,9.597790602,9.557844366,9.513367946,9.465555021,9.415599274,9.364108715,9.311691354,9.258886627,9.206201186,9.154141683,9.103012682,9.052940827,9.004046403,8.956438424,8.910270939,8.865709318,8.823014937,8.782500376,8.744588858,8.709703602,8.678058674,8.649933744,8.625272848,8.604051424,8.585380486,8.56836145,8.552783579,8.538436137,8.525296972,8.51334393,8.502362848,8.49240725,8.483326124,8.475058499,8.467748804,8.461541468,8.456726406,8.453593533,8.452450136,8.453603502,8.457350082,8.463713687,8.472718131,8.484387227,8.498735643,8.515759348,8.535442985,8.557669017,8.582268708,8.608953312,8.637434083,8.667631431,8.699400162,8.732915105,8.768160462,8.804932227,8.843126968,8.882468673,8.92268133,8.96342035,9.004341143,9.045109961,9.085682832,9.126015787,9.166006209,9.205346084,9.243727397,9.280863057,9.316465974,9.350300261,9.382130031,9.411730235,9.439121029,9.464322572,9.487355021,9.508339109,9.527369244,9.544439254,9.559549138,9.572698897,9.58388853,9.593118038,9.60038742,9.605696677,9.609045808,9.610594038,9.610715133,9.609682281,9.607578353,9.60437235,9.600033273,9.594530125,9.587821069,9.579601917,9.569484185,9.557079388,9.542134146,9.524395077,9.503588966,9.479442598,9.451682756,9.420103128,9.384497402,9.344659265,9.300439943,9.251690658,9.198118828,9.139485393,9.075651868,9.00667009,8.932705762,8.853874633,8.770292452,8.68207497,8.589354662,8.4923483,8.391272659,8.286209408,8.177281513,8.064907059,7.949663449,7.832128086,7.712811467,7.592224093,7.470876462,7.349305836,7.228049473,7.107276906,6.987104144,6.86766703,6.749101409,6.631543123,6.515111067,6.399924137,6.286101228,6.173686971,6.063001854,5.954409593,5.848220383,5.744703121,5.64385142,5.545499576,5.449531841,5.355832463,5.264285695,5.17475906,5.087035785,5.000899097,4.916543181,4.834120926,4.753680417,4.675224296,4.5987552,4.524342672,4.452056255,4.38196549,4.314197458,4.248603381,4.185267111,4.124326017,4.065917474,4.010178851,3.957247522,3.907210904,3.860156415,3.816171471,3.775360217,3.73755094,3.702547518,3.670115174,3.64006043,3.612274773,3.586663498,3.563131903,3.541585283,3.521928934,3.504068152,3.487908233,3.473354474,3.46005615,3.447662538,3.435822914,3.424186554,3.412402734,3.400120731,3.38698982,3.372659278,3.35682161,3.339445178,3.320522754,3.300085763,3.278165631,3.254793784,3.23001282,3.203865342,3.176393947,3.147641237,3.117649812,3.086462271,3.054145628,3.020785711,2.986468352,2.951279379,2.915336261,2.878756469,2.841657471,2.804156737,2.766371735,2.728376705,2.690245886,2.652033684,2.613794502,2.575582745,2.537484457,2.499606146,2.462054321,2.42493549,2.388356162,2.352379614,2.317069126,2.282463565,2.248563262,2.215368553,2.18287977,2.151086072,2.119976618,2.089540566,2.059775646,2.030679587,2.002250118,1.974484969,1.947401703,1.921017884,1.895351078,1.870407672,1.846194058,1.822716622,1.799981756,1.777995849,1.756808519,1.736469386,1.717028068,1.698534066,1.68103688,1.664554368,1.649083928,1.634622955,1.621168846,1.608710424,1.597236516,1.586735946,1.577197541,1.568610004,1.560962044,1.554302915,1.54866141,1.544066322,1.540546441,1.53812199,1.53681319,1.536640262,1.537623428,1.53978279,1.54313845,1.547710509,1.553502997,1.560519942,1.568765374,1.578285346,1.58913879,1.60138464,1.615081829,1.630289288,1.647066071,1.665471229,1.685503264,1.707160676,1.730441969,1.755345642,1.781878768,1.809996903,1.839655604,1.870810427,1.903417049,1.9374375,1.972773263,2.00937353,2.047187494,2.08616435,2.126211264,2.167231895,2.209129896,2.251808925,2.295172756,2.339125166,2.383509378,2.428938492,2.476025605,2.524964555,2.575907157,2.628992344,2.684410565,2.742352272,2.803007913,2.866638186,2.933488069,3.003983999,3.078552416,3.157736839,3.242030194,3.331725195,3.427305012,3.528940595,3.636698426,3.750644865,3.870839918,3.997566492,4.130337622,4.268666341,4.412484943,4.561767749,4.716459806,4.876506165,5.041851874,5.212379539,5.387895162
chama,Chikwa,10.00098972,10.15860577,10.31140624,10.45958835,10.60334933,10.74292101,10.87853521,11.00958271,11.13573968,11.25668232,11.37196899,11.48091242,11.58382006,11.68168235,11.77544716,11.86606235,11.95371711,12.03807227,12.11879131,12.19553772,12.26788059,12.33506738,12.3971861,12.45426855,12.50634653,12.55345186,12.59565246,12.63301629,12.6659625,12.69491028,12.7202788,12.74248725,12.76186698,12.77859521,12.79267195,12.80409719,12.81287093,12.81899318,12.82295376,12.82515377,12.82599432,12.82599432,12.82599432,12.82599432,12.82627108,12.82710135,12.82867961,12.83120031,12.83466893,12.8391293,12.84462529,12.85112825,12.85859513,12.86698288,12.87604682,12.88558594,12.89539921,12.90526915,12.91497827,12.92379065,12.93089218,12.9354367,12.93731648,12.93642375,12.93279384,12.92618531,12.91635672,12.90314894,12.88640281,12.86620581,12.84259821,12.81562027,12.78534774,12.75183805,12.71480297,12.67380511,12.6283634,12.5780791,12.52256989,12.46204781,12.39720492,12.32881148,12.25774228,12.18394525,12.10702923,12.02666163,11.94247287,11.85409341,11.76093891,11.66319153,11.56149425,11.45657709,11.34920205,11.23942978,11.12735369,11.0132697,10.89782456,10.78166504,10.66535559,10.54946068,10.43389284,10.31861179,10.20357727,10.08871353,9.974166049,9.860764973,9.749212909,9.640249411,9.534614032,9.433261106,9.335973147,9.242014241,9.150570257,9.060795065,8.972783795,8.88697064,8.803932875,8.724241083,8.648465846,8.577408985,8.511105822,8.449649285,8.393123498,8.341612588,8.295163648,8.253791046,8.217163524,8.184875763,8.156522445,8.131698251,8.109997863,8.091421282,8.075968505,8.063639535,8.054434371,8.048150127,8.044244852,8.042176596,8.041410099,8.041410099,8.041410099,8.041290094,8.040713618,8.039338657,8.036903484,8.03313968,8.027890252,8.020998213,8.01230657,8.001658333,7.988910561,7.973920314,7.956560707,7.936662282,7.914055579,7.888587197,7.860103734,7.828451787,7.793511684,7.755194973,7.713451522,7.668231196,7.619489001,7.567396405,7.512110781,7.45370922,7.392275503,7.327781981,7.260235138,7.189641456,7.116007419,7.039357389,6.959835738,6.877859493,6.793893806,6.708323543,6.621524204,6.533759861,6.445294585,6.356373315,6.26722692,6.178033903,6.088972766,6.000320819,5.912403494,5.825565861,5.740134705,5.656395629,5.574634238,5.495068274,5.417884259,5.343230399,5.271222967,5.20195704,5.135238979,5.070993997,5.009227593,4.949938574,4.893237177,4.839242083,4.788057374,4.739769983,4.694412831,4.652080184,4.612778887,4.576487304,4.543183799,4.512865022,4.485614018,4.461488286,4.440564458,4.422933236,4.408704186,4.397986874,4.390749483,4.386954648,4.386440607,4.389047826,4.394657952,4.40315263,4.414390468,4.428206227,4.444434673,4.462978627,4.483695626,4.506525567,4.531291753,4.557826406,4.585961748,4.61548479,4.64616551,4.677788484,4.710088225,4.742854829,4.775817046,4.808777425,4.841419659,4.873427442,4.904482238,4.934179116,4.962138691,4.987996175,5.011364288,5.031911329,5.049305601,5.063273142,5.07356111,5.080013616,5.082465852,5.080707797,5.074529427,5.063777894,5.048324187,5.028125967,5.003104766,4.973286032,4.938690963,4.899457354,4.855714075,4.80759,4.755259215,4.698870262,4.638571681,4.574625562,4.507238415,4.436616748,4.362914389,4.286382123,4.207270735,4.125831008,4.042358941,3.95715053,3.870487179,3.782739993,3.6942245,3.605294246,3.51622898,3.427281485,3.338712343,3.250791062,3.163832361,3.078150959,2.994061576,2.911937075,2.832063649,2.754727494,2.680214805,2.608784806,2.540599765,2.475860481,2.41476775,2.357522371,2.304301724,2.255283191,2.210530606,2.170143928,2.134185098,2.102720307,2.075823554,2.053568833,2.036016093,2.023180067,2.015075488,2.01171709,2.013082059,2.019167036,2.029930639,2.045418057,2.065680333,2.090653556,2.120272755,2.154472957,2.19318919,2.236379897,2.283945379,2.33590009,2.392182998,2.452690498,2.517416692,2.586347878,2.659431827,2.736827052,2.818692069,2.905208807,2.99654739,3.092857341,3.194793977,3.303008056,3.418069623,3.539790041,3.668057095,3.802649088,3.943344322,4.089944517,4.242251392,4.400036997,4.562903033,4.730526684,4.902541141,5.078544985,5.258251745,5.44172726,5.628840668,5.81946111,6.013434312,6.210529996,6.410249581,6.611486968,6.813178634,7.014184459,7.214123008,7.413141207,7.611172568,7.808150604,8.004103237,8.199391821,8.393624972,8.58596172,8.775603668,8.961838986,9.144678403,9.324056221,9.499679034,9.671253436,9.838462605
chavuma,Chingi,1.077250275,1.128410083,1.182774833,1.240090614,1.300103511,1.362559613,1.427205005,1.493863174,1.562357609,1.632503531,1.704116163,1.777010727,1.850737826,1.925051476,1.999705694,2.074454496,2.149051899,2.223254387,2.296818446,2.369492297,2.441024159,2.51125205,2.579895094,2.646875827,2.712116786,2.77554051,2.837069535,2.896626399,2.954058707,3.009214066,3.06194008,3.112140898,3.159687411,3.204626705,3.24700809,3.286880875,3.324294366,3.359297874,3.391863307,3.421962573,3.44956758,3.474650237,3.497149197,3.517076337,3.534443534,3.549252269,3.561504022,3.571200275,3.578342509,3.582932205,3.584970843,3.584459906,3.581361209,3.575788473,3.567943845,3.558029468,3.546247489,3.532741385,3.517654632,3.501130707,3.483313085,3.46435351,3.444392581,3.423604155,3.402295939,3.380570001,3.358538807,3.336314823,3.314010514,3.291738346,3.269610784,3.247748559,3.226272399,3.205286159,3.184763165,3.164471109,3.144188079,3.123692163,3.102820117,3.081408698,3.059369595,3.036614494,3.013055085,2.988564063,2.963026291,2.936238208,2.908006648,2.878138444,2.8464991,2.812954118,2.777443934,2.739908982,2.700281432,2.658511002,2.614547412,2.568352255,2.520092765,2.469925777,2.418066794,2.364731323,2.310134867,2.254492931,2.198021021,2.14094578,2.083543985,2.026104293,1.968915356,1.912255433,1.856402782,1.801579294,1.748006855,1.695832425,1.645202959,1.596265416,1.549149205,1.50393831,1.460716717,1.419558015,1.380535793,1.343664972,1.308960472,1.276437214,1.246110117,1.217994103,1.192086542,1.168384807,1.14682897,1.127359102,1.109915274,1.094377443,1.080623269,1.068530409,1.057976523,1.048839268,1.040985162,1.034280726,1.0286379,1.023968627,1.020195245,1.017240093,1.015023208,1.013464631,1.012484399,1.012002551,1.011939126,1.012220572,1.012773334,1.013523861,1.0143986,1.015323998,1.016284315,1.017263814,1.018246755,1.0192174,1.02016001,1.021069986,1.021949193,1.022799494,1.023622755,1.024420839,1.025197056,1.025957014,1.026706321,1.027450586,1.028195417,1.028946423,1.029709212,1.030489392,1.031292571,1.032124359,1.032991808,1.03390427,1.034871097,1.035901643,1.037005259,1.038191298,1.039469111,1.040841589,1.04231162,1.043882092,1.045555896,1.047336775,1.049228472,1.051234733,1.0533593,1.055605918,1.057978331,1.060473819,1.063089663,1.065823144,1.068671543,1.071630694,1.074696435,1.077864602,1.08113103,1.084491556,1.087942016,1.091471783,1.09507023,1.098726728,1.102430652,1.106169929,1.109930189,1.113697059,1.11745617,1.121193148,1.124893625,1.128543228,1.132134049,1.135658181,1.139107715,1.142474745,1.145751362,1.148929658,1.152001725,1.154959656,1.157795279,1.160500422,1.163073378,1.165512437,1.167815891,1.169982032,1.172010597,1.173901322,1.175653942,1.177266835,1.178739233,1.180070366,1.181265926,1.182331609,1.183253434,1.184017422,1.184609594,1.185015971,1.185222571,1.185215418,1.18498053,1.184504192,1.183772689,1.182772305,1.181489324,1.179910031,1.17802071,1.175807646,1.173257122,1.170355423,1.167090192,1.163448482,1.159417348,1.15497738,1.150109169,1.144812979,1.139089073,1.132937715,1.12635917,1.1193537,1.111922928,1.104067887,1.095789611,1.087089133,1.077967486,1.068445377,1.058543513,1.0482826,1.037683345,1.026766454,1.015553992,1.004067172,0.992326941,0.98035425,0.968170045,0.95581495,0.943329585,0.930754573,0.918130535,0.905498093,0.892897869,0.880369126,0.867951717,0.855685493,0.843610308,0.831766012,0.820172785,0.808850807,0.797820255,0.787101309,0.776714148,0.766677592,0.757011052,0.747733936,0.738865654,0.730425615,0.722413556,0.714829212,0.707672319,0.700942615,0.694639835,0.688762357,0.683309412,0.678282698,0.673683915,0.669514762,0.665757263,0.662393446,0.659405335,0.656774957,0.654484338,0.652515503,0.650850477,0.649471552,0.648361015,0.647501158,0.646874268,0.646462637,0.646248553,0.646214306,0.646342186,0.646614482,0.647014843,0.647526063,0.648128469,0.648802388,0.649528147,0.650305746,0.651135185,0.652016464,0.652949582,0.653934541,0.65497134,0.656059978,0.657197988,0.658382901,0.659612248,0.660883561,0.66219437,0.663541962,0.664921398,0.666327741,0.667756054,0.669201401,0.670658844,0.672123445,0.673590269,0.675054376,0.676510832,0.677954697,0.679645656,0.681845615,0.684816477,0.688820148,0.694118534,0.700973539,0.709647069,0.720409294,0.733530382,0.749280504,0.767930076,0.7895461,0.814195579,0.841945514,0.872862907,0.90701476,0.944468076,0.985289855,1.029547102
mwinilunga,Chiwoma,2.569933704,2.53970647,2.508477838,2.476348904,2.443420979,2.409808144,2.375686922,2.341233839,2.306625419,2.272024377,2.237605903,2.203545191,2.169923766,2.13688276,2.104563516,2.073107376,2.04265994,2.013351885,1.985208126,1.958253583,1.932513173,1.908011813,1.884811887,1.862975778,1.842526337,1.823486201,1.805865237,1.789610869,1.77467052,1.761105349,1.748990323,1.738359033,1.729282535,1.721993028,1.716663109,1.713465164,1.712538734,1.714023362,1.718058589,1.724783957,1.734339008,1.746850808,1.762446421,1.781252914,1.803422044,1.829085289,1.858361354,1.891368941,1.928226756,1.968926472,2.013261433,2.061024985,2.112039377,2.166089391,2.222929793,2.282295278,2.343920545,2.40757313,2.473020574,2.540030417,2.608256461,2.677352511,2.747013749,2.816935358,2.886782505,2.956195664,3.02481552,3.092315601,3.158369436,3.222650552,3.284959511,3.345181464,3.403201563,3.458904957,3.512176801,3.562817945,3.610649316,3.65550461,3.697217523,3.735621752,3.770678027,3.802545403,3.831382934,3.857320776,3.88048908,3.901048015,3.91915775,3.934978453,3.948650222,3.960327891,3.970250888,3.97864616,3.985740658,3.991761332,3.99693513,4.001489003,4.005734197,4.009892553,4.014182438,4.018822216,4.024030254,4.029897884,4.03643185,4.043638893,4.051525757,4.060079113,4.069285633,4.079131987,4.089604848,4.100690887,4.112248303,4.124050702,4.135913072,4.147650399,4.159042864,4.169870648,4.179913933,4.188972971,4.196937421,4.203698999,4.209133734,4.213033063,4.215200903,4.215441166,4.213557769,4.209270327,4.202318529,4.192442061,4.17947002,4.163233204,4.143738199,4.121105328,4.095454911,4.066878369,4.035467119,4.001347386,3.964665466,3.925567654,3.884180173,3.840629247,3.795029749,3.747625969,3.698746791,3.64867972,3.597712261,3.546166722,3.494449711,3.442967836,3.392107633,3.342166232,3.293427703,3.24600128,3.199996197,3.155521685,3.112686979,3.071601312,3.032458216,2.99543115,2.960693575,2.928418952,2.898769738,2.871732605,2.847180488,2.824986323,2.805051949,2.787279205,2.771535122,2.757686736,2.745601078,2.735154251,2.726158864,2.718438882,2.711817317,2.706117187,2.701161505,2.696773287,2.692771289,2.688862654,2.684843928,2.680502361,2.675625203,2.670010708,2.663632915,2.656465862,2.648483588,2.639660132,2.629969534,2.619385832,2.607883064,2.595435271,2.582027493,2.567708265,2.552526118,2.536529587,2.519767205,2.502292294,2.484158177,2.465422435,2.446169966,2.426396263,2.406105766,2.385367352,2.364249902,2.342822294,2.321153407,2.299312121,2.277367314,2.255392122,2.233487002,2.211644946,2.189868246,2.168159192,2.146520076,2.12495755,2.103478267,2.082088881,2.060791255,2.03959151,2.018523084,1.997619419,1.976913953,1.956440477,1.93616834,1.916066893,1.896105487,1.876253471,1.856475406,1.836735853,1.816996217,1.797190584,1.777360502,1.757549575,1.737800459,1.7182003,1.698831881,1.679777988,1.661121403,1.642944912,1.625302063,1.608219088,1.591740271,1.575909899,1.560772256,1.546371628,1.532747939,1.519941111,1.50799107,1.496917995,1.486737813,1.477438026,1.469024193,1.461501873,1.45486527,1.44910954,1.444180982,1.440025897,1.436590587,1.433821353,1.431664496,1.430090191,1.429068615,1.42855189,1.428492137,1.428841478,1.429507542,1.430402324,1.431437815,1.432526008,1.433603429,1.434634732,1.435611894,1.436508835,1.437299476,1.437957738,1.438413051,1.438599206,1.438449996,1.437899213,1.43690518,1.435451198,1.433521668,1.431082938,1.428101357,1.42454327,1.420375027,1.415611826,1.410268869,1.404361355,1.397924758,1.391009477,1.383747792,1.376271985,1.368714337,1.361207128,1.35388264,1.346917644,1.340488912,1.334773216,1.329947326,1.326225928,1.323799829,1.322859836,1.323601005,1.326218387,1.330907038,1.33777537,1.346927435,1.358467287,1.372498975,1.389106279,1.408333074,1.43011748,1.454397615,1.481111597,1.510197545,1.541593578,1.575237813,1.611068371,1.649023368,1.68902065,1.730900695,1.774397119,1.81924354,1.865187386,1.911976082,1.959394523,2.00731424,2.055606766,2.104143634,2.152800633,2.201376185,2.249587934,2.29715352,2.343804394,2.389272008,2.433287814,2.475714392,2.516354721,2.555011565,2.59148769,2.625543694,2.656955098,2.68560318,2.71138303,2.734189735,2.753918384,2.770557731,2.784096529,2.79452353,2.801827488,2.805992899,2.807081625,2.805261287,2.800699507,2.793550097,2.783966867,2.772066163,2.757833201,2.741312801,2.722549994,2.701585553,2.67853762,2.653630094,2.627086872,2.599118046
nakonde,Chozi,2.993627691,3.010845448,3.030411151,3.052267399,3.076356791,3.102736359,3.13145807,3.16257389,3.196135783,3.232298212,3.270168079,3.309882597,3.351536668,3.395000265,3.440143358,3.486894734,3.535183182,3.58488379,3.635937207,3.688284088,3.74187925,3.796670489,3.852578469,3.909460023,3.967171982,4.025615976,4.084634893,4.144017919,4.203619806,4.263295305,4.322796674,4.381861999,4.440229369,4.497679181,4.554155457,4.609602219,4.66389385,4.716909801,4.768529521,4.818632463,4.86699558,4.91338166,4.957553491,4.999300991,5.03868633,5.075771678,5.11057129,5.143099417,5.173429081,5.201567739,5.22752285,5.251287703,5.272855586,5.292246921,5.309529447,5.324770905,5.338039034,5.349457193,5.359143673,5.367216763,5.373794753,5.37909843,5.383348579,5.386785738,5.389697766,5.392208895,5.394460217,5.396544431,5.398554237,5.400582332,5.402721416,5.405064188,5.408154615,5.412536666,5.418244379,5.425264473,5.433583667,5.443188681,5.454007465,5.466033531,5.479260395,5.493681572,5.50924335,5.525892018,5.543554114,5.562108855,5.581435457,5.60134066,5.621682719,5.642319887,5.66311042,5.683810076,5.704174615,5.723525247,5.741163433,5.757043774,5.771120871,5.783332463,5.793667809,5.802174934,5.8088363,5.813634368,5.8165516,5.817180581,5.815105504,5.810393361,5.803111144,5.793325844,5.781160072,5.766795207,5.750347065,5.731931461,5.711766705,5.690118333,5.667249326,5.643442419,5.618810002,5.593464467,5.567590681,5.541322,5.514791776,5.488133364,5.461582611,5.435375369,5.410182033,5.38668139,5.364851768,5.344671495,5.326118897,5.309172303,5.293751268,5.279840917,5.267426371,5.256492753,5.246977961,5.238828283,5.231990009,5.226409428,5.222032829,5.218750883,5.21645426,5.215033632,5.214379668,5.214280543,5.214444688,5.214556549,5.21430057,5.213578862,5.212293532,5.210398205,5.207846504,5.204592053,5.200588477,5.195789399,5.189711342,5.181868068,5.172186436,5.160593306,5.147015537,5.131379991,5.113613525,5.093689282,5.071580402,5.047260027,5.020748523,4.992146001,4.96157911,4.929174501,4.895058824,4.859358728,4.822196787,4.783669638,4.743873919,4.702906266,4.660863316,4.618355997,4.576024538,4.53403364,4.492548003,4.451732329,4.411699802,4.372563608,4.334390651,4.297247835,4.261188879,4.226737124,4.194418672,4.164338135,4.136600123,4.11130925,4.088570125,4.068439921,4.050952752,4.036130246,4.024022932,4.014634114,4.007892665,4.003700923,4.002015261,4.002792053,4.005987673,4.01156257,4.019456848,4.03062219,4.045260962,4.063588714,4.085301424,4.109780092,4.136871481,4.166422356,4.198279479,4.232242174,4.268135702,4.305834317,4.345224764,4.386178067,4.428532732,4.472124504,4.516789126,4.562362344,4.6086799,4.65557754,4.702938448,4.750668865,4.797675942,4.84367373,4.888376281,4.93149761,4.97306395,5.013007082,5.051258787,5.087750846,5.122462482,5.155395971,5.185554503,5.21266168,5.236427923,5.256648676,5.273431599,5.286884083,5.297113516,5.304227288,5.308380229,5.309706705,5.307326792,5.301097395,5.290817835,5.276292717,5.257641621,5.23499389,5.208529048,5.178426616,5.144866116,5.108027071,5.068033196,5.025978677,4.982150801,4.936836853,4.890318837,4.842566545,4.793600213,4.743440079,4.692106381,4.639571918,4.585827238,4.531861979,4.477872065,4.424053418,4.37059668,4.317373253,4.264304987,4.211313732,4.15832134,4.105249659,4.052015066,3.999552327,3.948075511,3.89788517,3.849276576,3.802232787,3.756737129,3.712722753,3.671184537,3.632087046,3.595389374,3.561060138,3.529109065,3.499590277,3.472557899,3.448066054,3.42617589,3.406888343,3.390204349,3.376131868,3.36467886,3.355820776,3.348550108,3.342681967,3.33803146,3.33441898,3.331984157,3.330816174,3.331004214,3.331575732,3.332588494,3.33410574,3.336183898,3.338850774,3.342128218,3.346038076,3.350609221,3.35586049,3.36181072,3.36741702,3.372659786,3.377524888,3.382036179,3.386188892,3.389949757,3.393285503,3.396162861,3.398541535,3.400431406,3.400780632,3.399560651,3.396742906,3.39233682,3.386323199,3.378682848,3.369402532,3.358474086,3.345882317,3.331622071,3.315688193,3.299130228,3.281967414,3.264258308,3.24606147,3.227435457,3.208396871,3.188962313,3.169141359,3.148943584,3.128378564,3.108503436,3.089352047,3.071000557,3.05348714,3.036878591,3.021186007,3.006420488,2.992588065,2.979694768,2.967746627,2.957811399,2.949933556,2.944157571,2.940544426,2.939155106,2.940005798,2.943109851,2.948534316,2.956287702,2.966378522,2.978815284
