district,configuration,facility,facility_has_full_accessibility,start_date,end_date,lead_time_days
mungwi dho,xdock,malole,TRUE,2009-11-04,2009-12-24,50
mungwi dho,xdock,malole,TRUE,2009-12-02,2009-12-24,22
mungwi dho,xdock,malole,TRUE,2010-01-06,2010-02-09,34
mungwi dho,xdock,malole,TRUE,2010-02-03,2010-02-09,6
mungwi dho,xdock,malole,TRUE,2010-03-03,2010-03-12,9
mungwi dho,xdock,malole,TRUE,2010-04-08,2010-04-13,5
mungwi dho,xdock,ndasa,TRUE,2009-06-03,2009-06-22,19
mungwi dho,xdock,ndasa,TRUE,2009-07-10,2009-07-31,21
mungwi dho,xdock,ndasa,TRUE,2009-08-06,2009-08-21,15
mungwi dho,xdock,ndasa,TRUE,2009-09-02,2009-09-10,8
mungwi dho,xdock,ndasa,TRUE,2009-10-07,2009-10-21,14
mungwi dho,xdock,ndasa,TRUE,2009-11-04,2009-12-23,49
mungwi dho,xdock,ndasa,TRUE,2009-12-02,2009-12-23,21
mungwi dho,xdock,ndasa,TRUE,2010-01-06,2010-01-22,16
mungwi dho,xdock,ndasa,TRUE,2010-02-03,2010-02-12,9
mungwi dho,xdock,ndasa,TRUE,2010-03-03,2010-03-11,8
mungwi dho,xdock,ndasa,TRUE,2010-04-08,2010-04-13,5
mungwi dho,xdock,ngoli,TRUE,2009-06-03,2009-06-24,21
mungwi dho,xdock,ngoli,TRUE,2009-07-10,2009-07-29,19
mungwi dho,xdock,ngoli,TRUE,2009-08-06,2009-08-22,16
mungwi dho,xdock,ngoli,TRUE,2009-09-02,2009-09-15,13
mungwi dho,xdock,ngoli,TRUE,2009-10-07,2009-10-19,12
mungwi dho,xdock,ngoli,TRUE,2009-11-04,2009-12-22,48
mungwi dho,xdock,ngoli,TRUE,2009-12-02,2009-12-22,20
mungwi dho,xdock,ngoli,TRUE,2010-01-06,2010-01-31,25
mungwi dho,xdock,ngoli,TRUE,2010-02-03,2010-02-15,12
mungwi dho,xdock,ngoli,TRUE,2010-03-03,2010-03-13,10
mungwi dho,xdock,ngoli,TRUE,2010-04-08,2010-04-16,8
mungwi dho,xdock,rosa,TRUE,2009-06-03,2009-06-24,21
mungwi dho,xdock,rosa,TRUE,2009-07-10,2009-07-30,20
mungwi dho,xdock,rosa,TRUE,2009-08-06,2009-08-22,16
mungwi dho,xdock,rosa,TRUE,2009-09-02,2009-09-14,12
mungwi dho,xdock,rosa,TRUE,2009-10-07,2009-10-19,12
mungwi dho,xdock,rosa,TRUE,2009-11-04,2009-12-22,48
mungwi dho,xdock,rosa,TRUE,2009-12-02,2009-12-22,20
mungwi dho,xdock,rosa,TRUE,2010-01-06,2010-02-15,40
mungwi dho,xdock,rosa,TRUE,2010-02-03,2010-02-15,12
mungwi dho,xdock,rosa,TRUE,2010-03-03,2010-03-13,10
mungwi dho,xdock,rosa,TRUE,2010-04-08,2010-04-16,8
mungwi dho,xdock,makasa,FALSE,2009-06-03,2009-06-25,22
mungwi dho,xdock,makasa,FALSE,2009-07-10,2009-08-03,24
mungwi dho,xdock,makasa,FALSE,2009-08-06,2009-08-23,17
mungwi dho,xdock,makasa,FALSE,2009-09-02,2009-09-23,21
mungwi dho,xdock,makasa,FALSE,2009-10-07,2009-10-22,15
mungwi dho,xdock,makasa,FALSE,2009-11-04,2009-12-10,36
mungwi dho,xdock,makasa,FALSE,2009-12-02,2009-12-10,8
mungwi dho,xdock,makasa,FALSE,2010-01-06,2010-01-20,14
mungwi dho,xdock,makasa,FALSE,2010-02-03,2010-02-17,14
mungwi dho,xdock,makasa,FALSE,2010-03-03,2010-03-15,12
mungwi dho,xdock,makasa,FALSE,2010-04-08,2010-04-14,6
mungwi dho,xdock,peleti,FALSE,2009-06-03,2009-06-25,22
mungwi dho,xdock,peleti,FALSE,2009-07-10,2009-08-03,24
mungwi dho,xdock,peleti,FALSE,2009-08-06,2009-08-23,17
mungwi dho,xdock,peleti,FALSE,2009-09-02,2009-09-17,15
mungwi dho,xdock,peleti,FALSE,2009-10-07,2009-10-22,15
mungwi dho,xdock,peleti,FALSE,2009-11-04,2009-11-24,20
mungwi dho,xdock,peleti,FALSE,2009-12-02,2009-12-10,8
mungwi dho,xdock,peleti,FALSE,2010-01-06,2010-01-21,15
mungwi dho,xdock,peleti,FALSE,2010-02-03,2010-02-16,13
mungwi dho,xdock,peleti,FALSE,2010-03-03,2010-03-15,12
mungwi dho,xdock,peleti,FALSE,2010-04-08,2010-04-17,9
mungwi dho,xdock,chitimukulu,TRUE,2009-06-03,2009-06-30,27
mungwi dho,xdock,chitimukulu,TRUE,2009-07-10,2009-08-01,22
mungwi dho,xdock,chitimukulu,TRUE,2009-08-06,2009-08-22,16
mungwi dho,xdock,chitimukulu,TRUE,2009-09-02,2009-09-17,15
mungwi dho,xdock,chitimukulu,TRUE,2009-10-07,2009-10-21,14
mungwi dho,xdock,chitimukulu,TRUE,2009-11-04,2009-12-24,50
mungwi dho,xdock,chitimukulu,TRUE,2009-12-02,2009-12-24,22
mungwi dho,xdock,chitimukulu,TRUE,2010-01-06,2010-02-10,35
mungwi dho,xdock,chitimukulu,TRUE,2010-02-03,2010-02-10,7
mungwi dho,xdock,chitimukulu,TRUE,2010-03-03,2010-03-12,9
mungwi dho,xdock,chitimukulu,TRUE,2010-04-08,2010-04-17,9
mungwi dho,xdock,mungwi baptist,TRUE,2009-06-03,2009-06-22,19
mungwi dho,xdock,mungwi baptist,TRUE,2009-07-10,2009-08-26,47
mungwi dho,xdock,mungwi baptist,TRUE,2009-08-06,2009-08-26,20
mungwi dho,xdock,mungwi baptist,TRUE,2009-09-02,2009-09-09,7
mungwi dho,xdock,mungwi baptist,TRUE,2009-10-07,2009-10-15,8
mungwi dho,xdock,mungwi baptist,TRUE,2009-11-04,2009-11-16,12
mungwi dho,xdock,mungwi baptist,TRUE,2009-12-02,2009-12-07,5
mungwi dho,xdock,mungwi baptist,TRUE,2010-01-06,2010-01-18,12
mungwi dho,xdock,mungwi baptist,TRUE,2010-02-03,2010-03-04,29
mungwi dho,xdock,mungwi baptist,TRUE,2010-03-03,2010-03-04,1
mungwi dho,xdock,mungwi baptist,TRUE,2010-04-08,2010-04-12,4
mwinilunga dho,xdock,kapundu,FALSE,2009-04-09,2009-05-07,28
mwinilunga dho,xdock,kapundu,FALSE,2009-05-07,2009-06-16,40
mwinilunga dho,xdock,kapundu,FALSE,2009-06-04,2009-06-16,12
mwinilunga dho,xdock,kapundu,FALSE,2009-07-10,2009-07-28,18
mwinilunga dho,xdock,kapundu,FALSE,2009-08-07,2009-08-28,21
mwinilunga dho,xdock,kapundu,FALSE,2009-09-03,2009-09-30,27
mwinilunga dho,xdock,kapundu,FALSE,2009-10-08,2009-10-22,14
mwinilunga dho,xdock,kapundu,FALSE,2009-11-05,2009-12-08,33
mwinilunga dho,xdock,kapundu,FALSE,2009-12-03,2009-12-08,5
mwinilunga dho,xdock,kapundu,FALSE,2010-01-06,2010-01-20,14
mwinilunga dho,xdock,kapundu,FALSE,2010-02-03,2010-02-25,22
mwinilunga dho,xdock,kapundu,FALSE,2010-03-03,2010-03-24,21
mwinilunga dho,xdock,ikelenge,FALSE,2009-04-09,2009-05-20,41
mwinilunga dho,xdock,ikelenge,FALSE,2009-05-07,2009-05-20,13
mwinilunga dho,xdock,ikelenge,FALSE,2009-06-04,2009-06-19,15
mwinilunga dho,xdock,ikelenge,FALSE,2009-07-10,2009-07-16,6
mwinilunga dho,xdock,ikelenge,FALSE,2009-08-07,2009-08-12,5
mwinilunga dho,xdock,ikelenge,FALSE,2009-09-03,2009-09-25,22
mwinilunga dho,xdock,ikelenge,FALSE,2009-10-08,2009-10-20,12
mwinilunga dho,xdock,ikelenge,FALSE,2009-11-05,2009-11-25,20
mwinilunga dho,xdock,ikelenge,FALSE,2009-12-03,2009-12-09,6
mwinilunga dho,xdock,ikelenge,FALSE,2010-01-06,2010-01-21,15
mwinilunga dho,xdock,ikelenge,FALSE,2010-02-03,2010-02-17,14
mwinilunga dho,xdock,ikelenge,FALSE,2010-03-03,2010-03-18,15
mwinilunga dho,xdock,ikelenge,FALSE,2010-04-08,2010-04-12,4
mwinilunga dho,xdock,kafweku,FALSE,2009-04-09,2009-06-22,74
mwinilunga dho,xdock,kafweku,FALSE,2009-05-07,2009-06-22,46
mwinilunga dho,xdock,kafweku,FALSE,2009-06-04,2009-06-22,18
mwinilunga dho,xdock,kafweku,FALSE,2009-07-10,2009-07-17,7
mwinilunga dho,xdock,kafweku,FALSE,2009-08-07,2009-08-26,19
mwinilunga dho,xdock,kafweku,FALSE,2009-09-03,2009-09-26,23
mwinilunga dho,xdock,kafweku,FALSE,2009-10-08,2009-10-20,12
mwinilunga dho,xdock,kafweku,FALSE,2009-11-05,2009-11-24,19
mwinilunga dho,xdock,kafweku,FALSE,2009-12-03,2009-12-09,6
mwinilunga dho,xdock,kafweku,FALSE,2010-01-06,2010-01-21,15
mwinilunga dho,xdock,kafweku,FALSE,2010-02-03,2010-02-17,14
mwinilunga dho,xdock,kafweku,FALSE,2010-03-03,2010-03-18,15
mwinilunga dho,xdock,katuyola,TRUE,2009-05-07,2009-05-21,14
mwinilunga dho,xdock,katuyola,TRUE,2009-06-04,2009-06-08,4
mwinilunga dho,xdock,katuyola,TRUE,2009-07-10,2009-07-20,10
mwinilunga dho,xdock,katuyola,TRUE,2009-08-07,2009-08-20,13
mwinilunga dho,xdock,katuyola,TRUE,2009-09-03,2009-09-24,21
mwinilunga dho,xdock,katuyola,TRUE,2009-10-08,2009-11-03,26
mwinilunga dho,xdock,katuyola,TRUE,2009-11-05,2009-11-20,15
mwinilunga dho,xdock,katuyola,TRUE,2009-12-03,2009-12-12,9
mwinilunga dho,xdock,katuyola,TRUE,2010-01-06,2010-01-18,12
mwinilunga dho,xdock,katuyola,TRUE,2010-02-03,2010-02-25,22
mwinilunga dho,xdock,katuyola,TRUE,2010-03-03,2010-03-16,13
mwinilunga dho,xdock,nyangombe,TRUE,2009-05-07,2009-05-13,6
mwinilunga dho,xdock,nyangombe,TRUE,2009-06-04,2009-06-16,12
mwinilunga dho,xdock,nyangombe,TRUE,2009-07-10,2009-07-20,10
mwinilunga dho,xdock,nyangombe,TRUE,2009-08-07,2009-08-20,13
mwinilunga dho,xdock,nyangombe,TRUE,2009-09-03,2009-09-24,21
mwinilunga dho,xdock,nyangombe,TRUE,2009-10-08,2009-11-03,26
mwinilunga dho,xdock,nyangombe,TRUE,2009-11-05,2009-11-20,15
mwinilunga dho,xdock,nyangombe,TRUE,2009-12-03,2009-12-12,9
mwinilunga dho,xdock,nyangombe,TRUE,2010-01-06,2010-01-18,12
mwinilunga dho,xdock,nyangombe,TRUE,2010-02-03,2010-02-22,19
mwinilunga dho,xdock,nyangombe,TRUE,2010-03-03,2010-03-16,13
mwinilunga dho,xdock,sachibondu,TRUE,2009-05-07,2009-07-16,70
mwinilunga dho,xdock,sachibondu,TRUE,2009-06-04,2009-07-16,42
mwinilunga dho,xdock,sachibondu,TRUE,2009-07-10,2009-07-16,6
mwinilunga dho,xdock,sachibondu,TRUE,2009-08-07,2009-09-22,46
mwinilunga dho,xdock,sachibondu,TRUE,2009-09-03,2009-09-22,19
mwinilunga dho,xdock,sachibondu,TRUE,2009-10-08,2009-11-23,46
mwinilunga dho,xdock,sachibondu,TRUE,2009-11-05,2009-11-23,18
mwinilunga dho,xdock,sachibondu,TRUE,2009-12-03,2010-03-09,96
mwinilunga dho,xdock,sachibondu,TRUE,2010-01-06,2010-03-09,62
mwinilunga dho,xdock,sachibondu,TRUE,2010-02-03,2010-03-09,34
mwinilunga dho,xdock,sachibondu,TRUE,2010-03-03,2010-03-09,6
mwinilunga dho,xdock,sachibondu,TRUE,2010-04-08,2010-04-16,8
mwinilunga dho,xdock,lumwana,TRUE,2009-05-07,2009-05-08,1
mwinilunga dho,xdock,lumwana,TRUE,2009-06-04,2009-06-25,21
mwinilunga dho,xdock,lumwana,TRUE,2009-07-10,2009-07-30,20
mwinilunga dho,xdock,lumwana,TRUE,2009-08-07,2009-08-29,22
mwinilunga dho,xdock,lumwana,TRUE,2009-09-03,2009-09-18,15
mwinilunga dho,xdock,lumwana,TRUE,2009-10-08,2009-10-22,14
mwinilunga dho,xdock,lumwana,TRUE,2009-11-05,2009-12-14,39
mwinilunga dho,xdock,lumwana,TRUE,2009-12-03,2009-12-14,11
mwinilunga dho,xdock,lumwana,TRUE,2010-01-06,2010-01-20,14
mwinilunga dho,xdock,lumwana,TRUE,2010-02-03,2010-02-25,22
mwinilunga dho,xdock,lumwana,TRUE,2010-03-03,2010-03-24,21
mwinilunga dho,xdock,kazozu,FALSE,2009-05-07,2009-06-18,42
mwinilunga dho,xdock,kazozu,FALSE,2009-06-04,2009-06-18,14
mwinilunga dho,xdock,kazozu,FALSE,2009-07-10,2009-07-22,12
mwinilunga dho,xdock,kazozu,FALSE,2009-08-07,2009-08-21,14
mwinilunga dho,xdock,kazozu,FALSE,2009-09-03,2009-09-09,6
mwinilunga dho,xdock,kazozu,FALSE,2009-10-08,2009-10-27,19
mwinilunga dho,xdock,kazozu,FALSE,2009-11-05,2009-12-12,37
mwinilunga dho,xdock,kazozu,FALSE,2009-12-03,2009-12-12,9
mwinilunga dho,xdock,kazozu,FALSE,2010-01-06,2010-01-18,12
mwinilunga dho,xdock,kazozu,FALSE,2010-02-03,2010-02-22,19
mwinilunga dho,xdock,kazozu,FALSE,2010-03-03,2010-03-11,8
mwinilunga dho,xdock,sailunga,TRUE,2009-05-07,2009-05-18,11
mwinilunga dho,xdock,sailunga,TRUE,2009-06-04,2009-06-17,13
mwinilunga dho,xdock,sailunga,TRUE,2009-07-10,2009-07-27,17
mwinilunga dho,xdock,sailunga,TRUE,2009-08-07,2009-08-20,13
mwinilunga dho,xdock,sailunga,TRUE,2009-09-03,2009-09-24,21
mwinilunga dho,xdock,sailunga,TRUE,2009-10-08,2009-10-27,19
mwinilunga dho,xdock,sailunga,TRUE,2009-11-05,2009-12-12,37
mwinilunga dho,xdock,sailunga,TRUE,2009-12-03,2009-12-12,9
mwinilunga dho,xdock,sailunga,TRUE,2010-01-06,2010-01-18,12
mwinilunga dho,xdock,sailunga,TRUE,2010-02-03,2010-02-22,19
mwinilunga dho,xdock,sailunga,TRUE,2010-03-03,2010-03-11,8
mwinilunga dho,xdock,chibwika,FALSE,2009-05-07,2009-06-26,50
mwinilunga dho,xdock,chibwika,FALSE,2009-06-04,2009-06-26,22
mwinilunga dho,xdock,chibwika,FALSE,2009-07-10,2009-07-29,19
mwinilunga dho,xdock,chibwika,FALSE,2009-08-07,2009-08-18,11
mwinilunga dho,xdock,chibwika,FALSE,2009-09-03,2009-09-28,25
mwinilunga dho,xdock,chibwika,FALSE,2009-10-08,2009-10-30,22
mwinilunga dho,xdock,chibwika,FALSE,2009-11-05,2009-12-02,27
mwinilunga dho,xdock,chibwika,FALSE,2009-12-03,2009-12-11,8
mwinilunga dho,xdock,chibwika,FALSE,2010-01-06,2010-01-23,17
mwinilunga dho,xdock,chibwika,FALSE,2010-02-03,2010-02-16,13
mwinilunga dho,xdock,chibwika,FALSE,2010-03-03,2010-03-22,19
mwinilunga dho,xdock,chisengi sengi,FALSE,2009-05-07,2009-06-05,29
mwinilunga dho,xdock,chisengi sengi,FALSE,2009-06-04,2009-06-05,1
mwinilunga dho,xdock,chisengi sengi,FALSE,2009-07-10,2009-07-22,12
mwinilunga dho,xdock,chisengi sengi,FALSE,2009-08-07,2009-08-21,14
mwinilunga dho,xdock,chisengi sengi,FALSE,2009-09-03,2009-09-24,21
mwinilunga dho,xdock,chisengi sengi,FALSE,2009-10-08,2009-10-27,19
mwinilunga dho,xdock,chisengi sengi,FALSE,2009-11-05,2009-12-12,37
mwinilunga dho,xdock,chisengi sengi,FALSE,2009-12-03,2009-12-12,9
mwinilunga dho,xdock,chisengi sengi,FALSE,2010-01-06,2010-01-18,12
mwinilunga dho,xdock,chisengi sengi,FALSE,2010-02-03,2010-02-22,19
mwinilunga dho,xdock,chisengi sengi,FALSE,2010-03-03,2010-03-11,8
mwinilunga dho,xdock,salujinga,FALSE,2009-05-07,2009-06-19,43
mwinilunga dho,xdock,salujinga,FALSE,2009-06-04,2009-06-19,15
mwinilunga dho,xdock,salujinga,FALSE,2009-07-10,2009-07-17,7
mwinilunga dho,xdock,salujinga,FALSE,2009-08-07,2009-08-27,20
mwinilunga dho,xdock,salujinga,FALSE,2009-09-03,2009-09-26,23
mwinilunga dho,xdock,salujinga,FALSE,2009-10-08,2009-10-20,12
mwinilunga dho,xdock,salujinga,FALSE,2009-11-05,2009-11-24,19
mwinilunga dho,xdock,salujinga,FALSE,2009-12-03,2009-12-09,6
mwinilunga dho,xdock,salujinga,FALSE,2010-01-06,2010-01-21,15
mwinilunga dho,xdock,salujinga,FALSE,2010-02-03,2010-02-17,14
mwinilunga dho,xdock,salujinga,FALSE,2010-03-03,2010-03-18,15
mwinilunga dho,xdock,kalene (kawota),TRUE,2009-05-07,2009-06-22,46
mwinilunga dho,xdock,kalene (kawota),TRUE,2009-06-04,2009-06-22,18
mwinilunga dho,xdock,kalene (kawota),TRUE,2009-07-10,2009-08-12,33
mwinilunga dho,xdock,kalene (kawota),TRUE,2009-08-07,2009-08-12,5
mwinilunga dho,xdock,kalene (kawota),TRUE,2009-09-03,2009-09-25,22
mwinilunga dho,xdock,kalene (kawota),TRUE,2009-10-08,2009-10-20,12
mwinilunga dho,xdock,kalene (kawota),TRUE,2009-11-05,2009-11-25,20
mwinilunga dho,xdock,kalene (kawota),TRUE,2009-12-03,2009-12-09,6
mwinilunga dho,xdock,kalene (kawota),TRUE,2010-01-06,2010-01-21,15
mwinilunga dho,xdock,kalene (kawota),TRUE,2010-02-03,2010-02-17,14
mwinilunga dho,xdock,kalene (kawota),TRUE,2010-03-03,2010-03-18,15
mwinilunga dho,xdock,kayipaka,FALSE,2009-05-07,2009-05-21,14
mwinilunga dho,xdock,kayipaka,FALSE,2009-06-04,2009-06-08,4
mwinilunga dho,xdock,kayipaka,FALSE,2009-07-10,2009-07-16,6
mwinilunga dho,xdock,kayipaka,FALSE,2009-08-07,2009-08-27,20
mwinilunga dho,xdock,kayipaka,FALSE,2009-09-03,2009-09-26,23
mwinilunga dho,xdock,kayipaka,FALSE,2009-10-08,2009-10-20,12
mwinilunga dho,xdock,kayipaka,FALSE,2009-11-05,2009-11-23,18
mwinilunga dho,xdock,kayipaka,FALSE,2009-12-03,2009-12-09,6
mwinilunga dho,xdock,kayipaka,FALSE,2010-01-06,2010-01-21,15
mwinilunga dho,xdock,kayipaka,FALSE,2010-02-03,2010-02-17,14
mwinilunga dho,xdock,kayipaka,FALSE,2010-03-03,2010-03-18,15
mwinilunga dho,xdock,kamapanda,FALSE,2009-05-07,2009-06-23,47
mwinilunga dho,xdock,kamapanda,FALSE,2009-06-04,2009-06-23,19
mwinilunga dho,xdock,kamapanda,FALSE,2009-07-10,2009-07-29,19
mwinilunga dho,xdock,kamapanda,FALSE,2009-08-07,2009-08-18,11
mwinilunga dho,xdock,kamapanda,FALSE,2009-09-03,2009-09-28,25
mwinilunga dho,xdock,kamapanda,FALSE,2009-10-08,2009-10-30,22
mwinilunga dho,xdock,kamapanda,FALSE,2009-11-05,2009-12-02,27
mwinilunga dho,xdock,kamapanda,FALSE,2009-12-03,2009-12-11,8
mwinilunga dho,xdock,ntambu sachitolu,FALSE,2009-05-07,2009-06-25,49
mwinilunga dho,xdock,ntambu sachitolu,FALSE,2009-06-04,2009-06-25,21
mwinilunga dho,xdock,ntambu sachitolu,FALSE,2009-07-10,2009-07-23,13
mwinilunga dho,xdock,ntambu sachitolu,FALSE,2009-08-07,2009-08-11,4
mwinilunga dho,xdock,kanyama,FALSE,2009-05-07,2009-06-16,40
mwinilunga dho,xdock,kanyama,FALSE,2009-06-04,2009-06-16,12
mwinilunga dho,xdock,kanyama,FALSE,2009-07-10,2009-07-28,18
mwinilunga dho,xdock,kanyama,FALSE,2009-08-07,2009-08-28,21
mwinilunga dho,xdock,kanyama,FALSE,2009-09-03,2009-09-30,27
mwinilunga dho,xdock,kanyama,FALSE,2009-10-08,2009-10-22,14
mwinilunga dho,xdock,kanyama,FALSE,2009-11-05,2009-12-14,39
mwinilunga dho,xdock,kanyama,FALSE,2009-12-03,2009-12-14,11
mwinilunga dho,xdock,kanyama,FALSE,2010-01-06,2010-01-20,14
mwinilunga dho,xdock,kanyama,FALSE,2010-02-03,2010-02-25,22
mwinilunga dho,xdock,kanyama,FALSE,2010-03-03,2010-03-24,21
mwinilunga dho,xdock,kakoma,FALSE,2009-05-07,2009-05-13,6
mwinilunga dho,xdock,kakoma,FALSE,2009-06-04,2009-06-25,21
mwinilunga dho,xdock,kakoma,FALSE,2009-07-10,2009-07-27,17
mwinilunga dho,xdock,kakoma,FALSE,2009-08-07,2009-08-13,6
mwinilunga dho,xdock,kakoma,FALSE,2009-09-03,2009-10-01,28
mwinilunga dho,xdock,kakoma,FALSE,2009-10-08,2009-10-22,14
mwinilunga dho,xdock,kakoma,FALSE,2009-11-05,2009-12-01,26
mwinilunga dho,xdock,kakoma,FALSE,2009-12-03,2009-12-14,11
mwinilunga dho,xdock,kakoma,FALSE,2010-01-06,2010-01-20,14
mwinilunga dho,xdock,kakoma,FALSE,2010-02-03,2010-02-25,22
mwinilunga dho,xdock,kakoma,FALSE,2010-03-03,2010-03-24,21
mwinilunga dho,xdock,musangila,FALSE,2009-05-07,2009-06-16,40
mwinilunga dho,xdock,musangila,FALSE,2009-06-04,2009-06-16,12
mwinilunga dho,xdock,musangila,FALSE,2009-07-10,2009-07-23,13
mwinilunga dho,xdock,musangila,FALSE,2009-08-07,2009-08-11,4
mwinilunga dho,xdock,musangila,FALSE,2009-09-03,2009-09-18,15
mwinilunga dho,xdock,musangila,FALSE,2009-10-08,2009-10-23,15
mwinilunga dho,xdock,musangila,FALSE,2009-11-05,2009-12-08,33
mwinilunga dho,xdock,musangila,FALSE,2009-12-03,2009-12-08,5
mwinilunga dho,xdock,musangila,FALSE,2010-01-06,2010-01-21,15
mwinilunga dho,xdock,musangila,FALSE,2010-02-03,2010-02-09,6
mwinilunga dho,xdock,mukangala,FALSE,2009-05-07,2009-05-19,12
mwinilunga dho,xdock,mukangala,FALSE,2009-06-04,2009-06-16,12
mwinilunga dho,xdock,mukangala,FALSE,2009-07-10,2009-07-29,19
mwinilunga dho,xdock,mukangala,FALSE,2009-08-07,2009-08-26,19
mwinilunga dho,xdock,mukangala,FALSE,2009-09-03,2009-09-10,7
mwinilunga dho,xdock,mukangala,FALSE,2009-10-08,2009-11-23,46
mwinilunga dho,xdock,mukangala,FALSE,2009-11-05,2009-11-23,18
mwinilunga dho,xdock,mukangala,FALSE,2009-12-03,2009-12-09,6
mwinilunga dho,xdock,mukangala,FALSE,2010-01-06,2010-01-21,15
mwinilunga dho,xdock,mukangala,FALSE,2010-02-03,2010-02-17,14
mwinilunga dho,xdock,mukangala,FALSE,2010-03-03,2010-03-18,15
mwinilunga dho,xdock,lwawu,FALSE,2009-05-07,2009-05-11,4
mwinilunga dho,xdock,lwawu,FALSE,2009-06-04,2009-06-10,6
mwinilunga dho,xdock,lwawu,FALSE,2009-07-10,2009-07-23,13
mwinilunga dho,xdock,lwawu,FALSE,2009-08-07,2009-08-13,6
mwinilunga dho,xdock,lwawu,FALSE,2009-09-03,2009-09-18,15
mwinilunga dho,xdock,lwawu,FALSE,2009-10-08,2009-10-23,15
mwinilunga dho,xdock,lwawu,FALSE,2009-11-05,2009-12-16,41
mwinilunga dho,xdock,lwawu,FALSE,2009-12-03,2009-12-16,13
mwinilunga dho,xdock,lwawu,FALSE,2010-01-06,2010-01-07,1
mwinilunga dho,xdock,lwawu,FALSE,2010-02-03,2010-02-09,6
mwinilunga dho,xdock,lwawu,FALSE,2010-03-03,2010-03-08,5
mwinilunga dho,xdock,lwawu,FALSE,2010-04-08,2010-04-09,1
mwinilunga dho,xdock,jimbe,FALSE,2009-05-07,2009-05-11,4
mwinilunga dho,xdock,jimbe,FALSE,2009-06-04,2009-06-22,18
mwinilunga dho,xdock,jimbe,FALSE,2009-07-10,2009-07-17,7
mwinilunga dho,xdock,jimbe,FALSE,2009-08-07,2009-08-27,20
mwinilunga dho,xdock,jimbe,FALSE,2009-09-03,2009-09-26,23
mwinilunga dho,xdock,jimbe,FALSE,2009-10-08,2009-10-20,12
mwinilunga dho,xdock,jimbe,FALSE,2009-11-05,2009-11-24,19
mwinilunga dho,xdock,jimbe,FALSE,2009-12-03,2009-12-09,6
mwinilunga dho,xdock,jimbe,FALSE,2010-01-06,2010-01-21,15
mwinilunga dho,xdock,jimbe,FALSE,2010-02-03,2010-02-17,14
mwinilunga dho,xdock,jimbe,FALSE,2010-03-03,2010-03-18,15
mwinilunga dho,xdock,jimbe,FALSE,2010-04-08,2010-04-10,2
mwinilunga dho,xdock,chiwoma,FALSE,2009-05-07,2009-05-22,15
mwinilunga dho,xdock,chiwoma,FALSE,2009-06-04,2009-06-26,22
mwinilunga dho,xdock,chiwoma,FALSE,2009-07-10,2009-07-29,19
mwinilunga dho,xdock,chiwoma,FALSE,2009-08-07,2009-08-19,12
mwinilunga dho,xdock,chiwoma,FALSE,2009-09-03,2009-09-29,26
mwinilunga dho,xdock,chiwoma,FALSE,2009-10-08,2009-10-30,22
mwinilunga dho,xdock,chiwoma,FALSE,2009-11-05,2009-11-19,14
mwinilunga dho,xdock,chiwoma,FALSE,2009-12-03,2009-12-11,8
mwinilunga dho,xdock,chiwoma,FALSE,2010-01-06,2010-01-23,17
mwinilunga dho,xdock,chiwoma,FALSE,2010-02-03,2010-02-16,13
mwinilunga dho,xdock,chiwoma,FALSE,2010-03-03,2010-03-22,19
mwinilunga dho,xdock,chiwoma,FALSE,2010-04-08,2010-04-15,7
mwinilunga dho,xdock,tom ilunga,FALSE,2009-05-07,2009-06-18,42
mwinilunga dho,xdock,tom ilunga,FALSE,2009-06-04,2009-06-18,14
mwinilunga dho,xdock,tom ilunga,FALSE,2009-07-10,2009-07-22,12
mwinilunga dho,xdock,tom ilunga,FALSE,2009-08-07,2009-08-21,14
mwinilunga dho,xdock,tom ilunga,FALSE,2009-09-03,2009-09-23,20
mwinilunga dho,xdock,tom ilunga,FALSE,2009-10-08,2009-10-27,19
mwinilunga dho,xdock,tom ilunga,FALSE,2009-11-05,2009-12-12,37
mwinilunga dho,xdock,tom ilunga,FALSE,2009-12-03,2009-12-12,9
mwinilunga dho,xdock,tom ilunga,FALSE,2010-01-06,2010-01-18,12
mwinilunga dho,xdock,tom ilunga,FALSE,2010-02-03,2010-02-22,19
mwinilunga dho,xdock,tom ilunga,FALSE,2010-03-03,2010-03-11,8
mwinilunga dho,xdock,kanzenzi,FALSE,2009-05-07,2009-05-15,8
mwinilunga dho,xdock,kanzenzi,FALSE,2009-06-04,2009-06-22,18
mwinilunga dho,xdock,kanzenzi,FALSE,2009-07-10,2009-07-29,19
mwinilunga dho,xdock,kanzenzi,FALSE,2009-08-07,2009-08-19,12
mwinilunga dho,xdock,kanzenzi,FALSE,2009-09-03,2009-09-29,26
mwinilunga dho,xdock,kanzenzi,FALSE,2009-10-08,2009-10-30,22
mwinilunga dho,xdock,kanzenzi,FALSE,2009-11-05,2009-12-02,27
mwinilunga dho,xdock,kanzenzi,FALSE,2009-12-03,2009-12-11,8
mwinilunga dho,xdock,kanzenzi,FALSE,2010-01-06,2010-01-23,17
mwinilunga dho,xdock,kanzenzi,FALSE,2010-02-03,2010-02-16,13
mwinilunga dho,xdock,kanzenzi,FALSE,2010-03-03,2010-03-22,19
mwinilunga dho,xdock,kanzenzi,FALSE,2010-04-08,2010-04-15,7
mwinilunga dho,xdock,kanyihampa,TRUE,2009-05-07,2009-05-11,4
