district,configuration,facility,facility_has_full_accessibility,start_date,end_date,lead_time_days
kaoma dho,xdock,mulwa,TRUE,2010-04-21,2010-04-27,6
kaoma dho,xdock,kasimba,TRUE,2009-09-10,2009-12-31,112
kaoma dho,xdock,kasimba,TRUE,2009-10-15,2009-12-31,77
kaoma dho,xdock,kasimba,TRUE,2009-11-12,2009-12-31,49
kaoma dho,xdock,kasimba,TRUE,2009-12-10,2009-12-31,21
kaoma dho,xdock,kasimba,TRUE,2010-01-20,2010-01-22,2
kaoma dho,xdock,kasimba,TRUE,2010-02-17,2010-03-12,23
kaoma dho,xdock,kasimba,TRUE,2010-03-17,2010-03-18,1
kaoma dho,xdock,katunda,TRUE,2009-09-10,2009-09-16,6
kaoma dho,xdock,katunda,TRUE,2009-10-15,2009-11-19,35
kaoma dho,xdock,katunda,TRUE,2009-11-12,2009-11-19,7
kaoma dho,xdock,katunda,TRUE,2009-12-10,2009-12-11,1
kaoma dho,xdock,katunda,TRUE,2010-01-20,2010-01-25,5
kaoma dho,xdock,katunda,TRUE,2010-02-17,2010-03-19,30
kaoma dho,xdock,katunda,TRUE,2010-03-17,2010-03-19,2
kaoma dho,xdock,katunda,TRUE,2010-04-21,2010-04-26,5
kaoma dho,xdock,nyambi 1,TRUE,2009-09-10,2009-11-24,75
kaoma dho,xdock,nyambi 1,TRUE,2009-10-15,2009-11-24,40
kaoma dho,xdock,nyambi 1,TRUE,2009-11-12,2009-11-24,12
kaoma dho,xdock,nyambi 1,TRUE,2009-12-10,2009-12-25,15
kaoma dho,xdock,nyambi 1,TRUE,2010-01-20,2010-01-23,3
kaoma dho,xdock,nyambi 1,TRUE,2010-02-17,2010-03-13,24
kaoma dho,xdock,nyambi 2,TRUE,2009-09-10,2009-12-25,106
kaoma dho,xdock,nyambi 2,TRUE,2009-10-15,2009-12-25,71
kaoma dho,xdock,nyambi 2,TRUE,2009-11-12,2009-12-25,43
kaoma dho,xdock,nyambi 2,TRUE,2009-12-10,2009-12-25,15
kaoma dho,xdock,nyambi 2,TRUE,2010-01-20,2010-01-23,3
kaoma dho,xdock,nyambi 2,TRUE,2010-02-17,2010-03-13,24
kaoma dho,xdock,nyambi 2,TRUE,2010-03-17,2010-04-20,34
kaoma dho,xdock,lui,TRUE,2009-10-15,2010-01-21,98
kaoma dho,xdock,lui,TRUE,2009-11-12,2010-01-21,70
kaoma dho,xdock,lui,TRUE,2009-12-10,2010-01-21,42
kaoma dho,xdock,lui,TRUE,2010-01-20,2010-01-21,1
kaoma dho,xdock,lui,TRUE,2010-02-17,2010-03-18,29
kaoma dho,xdock,lui,TRUE,2010-03-17,2010-03-18,1
kaoma dho,xdock,lui,TRUE,2010-04-21,2010-04-26,5
kaoma dho,xdock,zns mangango,TRUE,2009-10-15,2009-10-29,14
kaoma dho,xdock,zns mangango,TRUE,2009-11-12,2009-11-16,4
kaoma dho,xdock,zns mangango,TRUE,2009-12-10,2009-12-29,19
kaoma dho,xdock,zns mangango,TRUE,2010-01-20,2010-01-25,5
kaoma dho,xdock,chitwa,TRUE,2009-10-15,2009-11-27,43
kaoma dho,xdock,chitwa,TRUE,2009-11-12,2009-11-27,15
kaoma dho,xdock,chitwa,TRUE,2009-12-10,2009-12-31,21
kaoma dho,xdock,chitwa,TRUE,2010-01-20,2010-01-22,2
kaoma dho,xdock,chitwa,TRUE,2010-02-17,2010-03-12,23
kaoma dho,xdock,chitwa,TRUE,2010-03-17,2010-03-18,1
kaoma dho,xdock,mayukwayukwa 2 (aha),TRUE,2009-10-15,2009-12-29,75
kaoma dho,xdock,mayukwayukwa 2 (aha),TRUE,2009-11-12,2009-12-29,47
kaoma dho,xdock,mayukwayukwa 2 (aha),TRUE,2009-12-10,2009-12-29,19
kaoma dho,xdock,mayukwayukwa 2 (aha),TRUE,2010-01-20,2010-02-21,32
kaoma dho,xdock,mayukwayukwa 2 (aha),TRUE,2010-02-17,2010-02-21,4
kaoma dho,xdock,mayukwayukwa 2 (aha),TRUE,2010-03-17,2010-03-19,2
kaoma dho,xdock,mbanyutu,TRUE,2009-10-15,2009-11-23,39
kaoma dho,xdock,mbanyutu,TRUE,2009-11-12,2009-11-23,11
kaoma dho,xdock,mbanyutu,TRUE,2009-12-10,2010-03-18,98
kaoma dho,xdock,mbanyutu,TRUE,2010-01-20,2010-03-18,57
kaoma dho,xdock,mbanyutu,TRUE,2010-02-17,2010-03-18,29
kaoma dho,xdock,mbanyutu,TRUE,2010-03-17,2010-03-18,1
kaoma dho,xdock,kasabi,TRUE,2009-12-10,2009-12-23,13
kaoma dho,xdock,kasabi,TRUE,2010-01-20,2010-02-15,26
kaoma dho,xdock,kasabi,TRUE,2010-02-17,2010-04-01,43
kaoma dho,xdock,kasabi,TRUE,2010-03-17,2010-04-01,15
kaoma dho,xdock,kasabi,TRUE,2010-04-21,2010-04-26,5
kaoma dho,xdock,mwanambuyu,TRUE,2009-12-10,2010-01-21,42
kaoma dho,xdock,mwanambuyu,TRUE,2010-01-20,2010-01-21,1
kaoma dho,xdock,mwanambuyu,TRUE,2010-02-17,2010-04-09,51
kaoma dho,xdock,mwanambuyu,TRUE,2010-03-17,2010-04-09,23
kaoma dho,xdock,mwanambuyu,TRUE,2010-04-21,2010-04-26,5
kaoma dho,xdock,kandende,FALSE,2010-01-20,2010-04-23,93
kaoma dho,xdock,kandende,FALSE,2010-02-17,2010-04-23,65
kaoma dho,xdock,kandende,FALSE,2010-03-17,2010-04-23,37
kaoma dho,xdock,kandende,FALSE,2010-04-21,2010-04-23,2
kasama dho,xdock,lukupa,TRUE,2009-06-03,2009-06-18,15
kasama dho,xdock,lukupa,TRUE,2009-07-10,2009-08-19,40
kasama dho,xdock,lukupa,TRUE,2009-08-06,2009-08-19,13
kasama dho,xdock,lukupa,TRUE,2009-09-02,2009-09-22,20
kasama dho,xdock,lukupa,TRUE,2009-10-07,2009-10-26,19
kasama dho,xdock,lukupa,TRUE,2009-11-04,2009-11-25,21
kasama dho,xdock,lukupa,TRUE,2009-12-02,2009-12-29,27
kasama dho,xdock,lukupa,TRUE,2010-01-06,2010-02-01,26
kasama dho,xdock,lukupa,TRUE,2010-02-03,2010-02-26,23
kasama dho,xdock,lukupa,TRUE,2010-03-03,2010-03-22,19
kasama dho,xdock,lukupa,TRUE,2010-04-08,2010-04-22,14
kasama dho,xdock,mwamba,TRUE,2009-06-03,2009-06-18,15
kasama dho,xdock,mwamba,TRUE,2009-07-10,2009-08-19,40
kasama dho,xdock,mwamba,TRUE,2009-08-06,2009-08-19,13
kasama dho,xdock,mwamba,TRUE,2009-09-02,2009-09-22,20
kasama dho,xdock,mwamba,TRUE,2009-10-07,2009-10-26,19
kasama dho,xdock,mwamba,TRUE,2009-11-04,2009-11-25,21
kasama dho,xdock,mwamba,TRUE,2009-12-02,2009-12-29,27
kasama dho,xdock,mwamba,TRUE,2010-01-06,2010-02-01,26
kasama dho,xdock,mwamba,TRUE,2010-02-03,2010-02-26,23
kasama dho,xdock,mwamba,TRUE,2010-03-03,2010-03-22,19
kasama dho,xdock,mwamba,TRUE,2010-04-08,2010-04-22,14
kasama dho,xdock,lukashi,FALSE,2009-06-03,2009-06-18,15
kasama dho,xdock,lukashi,FALSE,2009-07-10,2009-08-19,40
kasama dho,xdock,lukashi,FALSE,2009-08-06,2009-08-19,13
kasama dho,xdock,lukashi,FALSE,2009-09-02,2009-09-22,20
kasama dho,xdock,lukashi,FALSE,2009-10-07,2009-10-26,19
kasama dho,xdock,lukashi,FALSE,2009-11-04,2009-11-25,21
kasama dho,xdock,lukashi,FALSE,2009-12-02,2009-12-29,27
kasama dho,xdock,lukashi,FALSE,2010-01-06,2010-02-01,26
kasama dho,xdock,lukashi,FALSE,2010-02-03,2010-03-22,47
kasama dho,xdock,lukashi,FALSE,2010-03-03,2010-03-22,19
kasama dho,xdock,lukashi,FALSE,2010-04-08,2010-04-22,14
kasama dho,xdock,musa,TRUE,2009-06-03,2009-06-30,27
kasama dho,xdock,musa,TRUE,2009-07-10,2009-07-27,17
kasama dho,xdock,musa,TRUE,2009-08-06,2009-09-03,28
kasama dho,xdock,musa,TRUE,2009-09-02,2009-09-03,1
kasama dho,xdock,musa,TRUE,2009-10-07,2009-10-31,24
kasama dho,xdock,musa,TRUE,2009-11-04,2009-12-01,27
kasama dho,xdock,musa,TRUE,2009-12-02,2009-12-30,28
kasama dho,xdock,musa,TRUE,2010-01-06,2010-01-24,18
kasama dho,xdock,musa,TRUE,2010-02-03,2010-03-28,53
kasama dho,xdock,musa,TRUE,2010-03-03,2010-03-28,25
kasama dho,xdock,musa,TRUE,2010-04-08,2010-04-16,8
kasama dho,xdock,nkolemfumu,TRUE,2009-06-03,2009-06-30,27
kasama dho,xdock,nkolemfumu,TRUE,2009-07-10,2009-07-27,17
kasama dho,xdock,nkolemfumu,TRUE,2009-08-06,2009-09-03,28
kasama dho,xdock,nkolemfumu,TRUE,2009-09-02,2009-09-03,1
kasama dho,xdock,nkolemfumu,TRUE,2009-10-07,2009-10-31,24
kasama dho,xdock,nkolemfumu,TRUE,2009-11-04,2009-12-01,27
kasama dho,xdock,nkolemfumu,TRUE,2009-12-02,2009-12-30,28
kasama dho,xdock,nkolemfumu,TRUE,2010-01-06,2010-01-24,18
kasama dho,xdock,nkolemfumu,TRUE,2010-02-03,2010-03-28,53
kasama dho,xdock,nkolemfumu,TRUE,2010-03-03,2010-03-28,25
kasama dho,xdock,nkolemfumu,TRUE,2010-04-08,2010-04-26,18
kasama dho,xdock,chanda mukulu,TRUE,2009-06-03,2009-06-30,27
kasama dho,xdock,chanda mukulu,TRUE,2009-07-10,2009-07-27,17
kasama dho,xdock,chanda mukulu,TRUE,2009-08-06,2009-09-03,28
kasama dho,xdock,chanda mukulu,TRUE,2009-09-02,2009-09-03,1
kasama dho,xdock,chanda mukulu,TRUE,2009-10-07,2009-10-31,24
kasama dho,xdock,chanda mukulu,TRUE,2009-11-04,2009-12-01,27
kasama dho,xdock,chanda mukulu,TRUE,2009-12-02,2009-12-30,28
kasama dho,xdock,chanda mukulu,TRUE,2010-01-06,2010-01-24,18
kasama dho,xdock,chanda mukulu,TRUE,2010-02-03,2010-03-28,53
kasama dho,xdock,chanda mukulu,TRUE,2010-03-03,2010-03-28,25
kasama dho,xdock,chanda mukulu,TRUE,2010-04-08,2010-04-16,8
kasama dho,xdock,mulanshi,TRUE,2009-06-03,2009-07-01,28
kasama dho,xdock,mulanshi,TRUE,2009-07-10,2009-07-28,18
kasama dho,xdock,mulanshi,TRUE,2009-08-06,2009-09-02,27
kasama dho,xdock,mulanshi,TRUE,2009-09-02,2009-09-03,1
kasama dho,xdock,mulanshi,TRUE,2009-10-07,2009-10-31,24
kasama dho,xdock,mulanshi,TRUE,2009-11-04,2009-12-02,28
kasama dho,xdock,mulanshi,TRUE,2009-12-02,2010-01-04,33
kasama dho,xdock,mulanshi,TRUE,2010-01-06,2010-01-25,19
kasama dho,xdock,mulanshi,TRUE,2010-02-03,2010-02-19,16
kasama dho,xdock,mulanshi,TRUE,2010-03-03,2010-03-26,23
kasama dho,xdock,mulanshi,TRUE,2010-04-08,2010-04-26,18
kasama dho,xdock,mumbi mukulu,TRUE,2009-06-03,2009-08-22,80
kasama dho,xdock,mumbi mukulu,TRUE,2009-07-10,2009-08-22,43
kasama dho,xdock,mumbi mukulu,TRUE,2009-08-06,2009-08-22,16
kasama dho,xdock,mumbi mukulu,TRUE,2009-09-02,2009-09-28,26
kasama dho,xdock,mumbi mukulu,TRUE,2009-10-07,2009-10-29,22
kasama dho,xdock,mumbi mukulu,TRUE,2009-11-04,2009-12-05,31
kasama dho,xdock,mumbi mukulu,TRUE,2009-12-02,2009-12-05,3
kasama dho,xdock,mumbi mukulu,TRUE,2010-01-06,2010-01-28,22
kasama dho,xdock,mumbi mukulu,TRUE,2010-02-03,2010-03-29,54
kasama dho,xdock,mumbi mukulu,TRUE,2010-03-03,2010-03-29,26
kasama dho,xdock,mumbi mukulu,TRUE,2010-04-08,2010-04-28,20
kasama dho,xdock,mulobola,TRUE,2009-06-03,2009-06-27,24
kasama dho,xdock,mulobola,TRUE,2009-07-10,2009-08-22,43
kasama dho,xdock,mulobola,TRUE,2009-08-06,2009-08-22,16
kasama dho,xdock,mulobola,TRUE,2009-09-02,2009-09-28,26
kasama dho,xdock,mulobola,TRUE,2009-10-07,2009-10-29,22
kasama dho,xdock,mulobola,TRUE,2009-11-04,2009-12-05,31
kasama dho,xdock,mulobola,TRUE,2009-12-02,2009-12-05,3
kasama dho,xdock,mulobola,TRUE,2010-01-06,2010-01-28,22
kasama dho,xdock,mulobola,TRUE,2010-02-03,2010-03-29,54
kasama dho,xdock,mulobola,TRUE,2010-03-03,2010-03-29,26
kasama dho,xdock,mulobola,TRUE,2010-04-08,2010-04-28,20
kasama dho,xdock,mbusa,FALSE,2009-06-03,2009-06-26,23
kasama dho,xdock,mbusa,FALSE,2009-07-10,2009-08-22,43
kasama dho,xdock,mbusa,FALSE,2009-08-06,2009-08-22,16
kasama dho,xdock,mbusa,FALSE,2009-09-02,2009-09-28,26
kasama dho,xdock,mbusa,FALSE,2009-10-07,2009-10-29,22
kasama dho,xdock,mbusa,FALSE,2009-11-04,2009-12-05,31
kasama dho,xdock,mbusa,FALSE,2009-12-02,2009-12-05,3
kasama dho,xdock,mbusa,FALSE,2010-01-06,2010-01-28,22
kasama dho,xdock,mbusa,FALSE,2010-02-03,2010-03-29,54
kasama dho,xdock,mbusa,FALSE,2010-03-03,2010-03-29,26
kasama dho,xdock,mbusa,FALSE,2010-04-08,2010-04-28,20
kasama dho,xdock,kateshi,TRUE,2009-06-03,2009-06-25,22
kasama dho,xdock,kateshi,TRUE,2009-07-10,2009-07-30,20
kasama dho,xdock,kateshi,TRUE,2009-08-06,2009-09-30,55
kasama dho,xdock,kateshi,TRUE,2009-09-02,2009-09-30,28
kasama dho,xdock,kateshi,TRUE,2009-10-07,2009-10-23,16
kasama dho,xdock,kateshi,TRUE,2009-11-04,2009-11-24,20
kasama dho,xdock,kateshi,TRUE,2009-12-02,2009-12-28,26
kasama dho,xdock,kateshi,TRUE,2010-01-06,2010-02-03,28
kasama dho,xdock,kateshi,TRUE,2010-02-03,2010-02-25,22
kasama dho,xdock,kateshi,TRUE,2010-03-03,2010-03-24,21
kasama dho,xdock,kateshi,TRUE,2010-04-08,2010-04-23,15
kasama dho,xdock,milima,TRUE,2009-06-03,2009-06-25,22
kasama dho,xdock,milima,TRUE,2009-07-10,2009-07-30,20
kasama dho,xdock,milima,TRUE,2009-08-06,2009-09-01,26
kasama dho,xdock,milima,TRUE,2009-09-02,2009-09-30,28
kasama dho,xdock,milima,TRUE,2009-10-07,2009-10-23,16
kasama dho,xdock,milima,TRUE,2009-11-04,2009-11-24,20
kasama dho,xdock,milima,TRUE,2009-12-02,2009-12-28,26
kasama dho,xdock,milima,TRUE,2010-01-06,2010-02-03,28
kasama dho,xdock,milima,TRUE,2010-02-03,2010-02-25,22
kasama dho,xdock,milima,TRUE,2010-03-03,2010-03-24,21
kasama dho,xdock,milima,TRUE,2010-04-08,2010-04-23,15
kasama dho,xdock,misamfu,TRUE,2009-06-03,2009-06-25,22
kasama dho,xdock,misamfu,TRUE,2009-07-10,2009-07-30,20
kasama dho,xdock,misamfu,TRUE,2009-08-06,2009-09-01,26
kasama dho,xdock,misamfu,TRUE,2009-09-02,2009-09-30,28
kasama dho,xdock,misamfu,TRUE,2009-10-07,2009-10-23,16
kasama dho,xdock,misamfu,TRUE,2009-11-04,2009-11-24,20
kasama dho,xdock,misamfu,TRUE,2009-12-02,2009-12-28,26
kasama dho,xdock,misamfu,TRUE,2010-01-06,2010-02-03,28
kasama dho,xdock,misamfu,TRUE,2010-02-03,2010-02-25,22
kasama dho,xdock,misamfu,TRUE,2010-03-03,2010-03-24,21
kasama dho,xdock,misamfu,TRUE,2010-04-08,2010-04-24,16
kasama dho,xdock,chilubula,TRUE,2009-06-03,2009-06-15,12
kasama dho,xdock,chilubula,TRUE,2009-07-10,2009-07-22,12
kasama dho,xdock,chilubula,TRUE,2009-08-06,2009-08-20,14
kasama dho,xdock,chilubula,TRUE,2009-09-02,2009-09-23,21
kasama dho,xdock,chilubula,TRUE,2009-10-07,2009-10-27,20
kasama dho,xdock,chilubula,TRUE,2009-11-04,2009-11-26,22
kasama dho,xdock,chilubula,TRUE,2009-12-02,2010-01-05,34
kasama dho,xdock,chilubula,TRUE,2010-01-06,2010-02-02,27
kasama dho,xdock,chilubula,TRUE,2010-02-03,2010-02-22,19
kasama dho,xdock,chilubula,TRUE,2010-03-03,2010-03-23,20
kasama dho,xdock,chilubula,TRUE,2010-04-08,2010-04-30,22
kasama dho,xdock,chilongoshi,TRUE,2009-06-03,2009-06-16,13
kasama dho,xdock,chilongoshi,TRUE,2009-07-10,2009-07-23,13
kasama dho,xdock,chilongoshi,TRUE,2009-08-06,2009-08-20,14
kasama dho,xdock,chilongoshi,TRUE,2009-09-02,2009-09-23,21
kasama dho,xdock,chilongoshi,TRUE,2009-10-07,2009-10-27,20
kasama dho,xdock,chilongoshi,TRUE,2009-11-04,2009-11-26,22
kasama dho,xdock,chilongoshi,TRUE,2009-12-02,2010-01-05,34
kasama dho,xdock,chilongoshi,TRUE,2010-01-06,2010-02-02,27
kasama dho,xdock,chilongoshi,TRUE,2010-02-03,2010-02-22,19
kasama dho,xdock,chilongoshi,TRUE,2010-03-03,2010-03-23,20
kasama dho,xdock,chilongoshi,TRUE,2010-04-08,2010-04-30,22
kasama dho,xdock,misengo,TRUE,2009-06-03,2009-06-16,13
kasama dho,xdock,misengo,TRUE,2009-07-10,2009-07-23,13
kasama dho,xdock,misengo,TRUE,2009-08-06,2009-08-20,14
kasama dho,xdock,misengo,TRUE,2009-09-02,2009-09-23,21
kasama dho,xdock,misengo,TRUE,2009-10-07,2009-10-27,20
kasama dho,xdock,misengo,TRUE,2009-11-04,2009-11-26,22
kasama dho,xdock,misengo,TRUE,2009-12-02,2010-01-05,34
kasama dho,xdock,misengo,TRUE,2010-01-06,2010-02-02,27
kasama dho,xdock,misengo,TRUE,2010-02-03,2010-02-22,19
kasama dho,xdock,misengo,TRUE,2010-03-03,2010-03-23,20
kasama dho,xdock,misengo,TRUE,2010-04-08,2010-04-30,22
kasama dho,xdock,zns chishimba,TRUE,2009-06-03,2009-06-16,13
kasama dho,xdock,zns chishimba,TRUE,2009-07-10,2009-07-23,13
kasama dho,xdock,zns chishimba,TRUE,2009-08-06,2009-08-20,14
kasama dho,xdock,zns chishimba,TRUE,2009-09-02,2009-09-23,21
kasama dho,xdock,zns chishimba,TRUE,2009-10-07,2009-10-27,20
kasama dho,xdock,zns chishimba,TRUE,2009-11-04,2009-11-26,22
kasama dho,xdock,zns chishimba,TRUE,2009-12-02,2010-01-05,34
kasama dho,xdock,zns chishimba,TRUE,2010-01-06,2010-02-02,27
kasama dho,xdock,zns chishimba,TRUE,2010-02-03,2010-02-22,19
kasama dho,xdock,zns chishimba,TRUE,2010-03-03,2010-03-23,20
kasama dho,xdock,zns chishimba,TRUE,2010-04-08,2010-04-30,22
kasama dho,xdock,chiombo,TRUE,2009-06-03,2009-06-23,20
kasama dho,xdock,chiombo,TRUE,2009-07-10,2009-07-31,21
kasama dho,xdock,chiombo,TRUE,2009-08-06,2009-08-31,25
kasama dho,xdock,chiombo,TRUE,2009-09-02,2009-09-24,22
kasama dho,xdock,chiombo,TRUE,2009-10-07,2009-10-28,21
kasama dho,xdock,chiombo,TRUE,2009-11-04,2009-11-27,23
kasama dho,xdock,chiombo,TRUE,2009-12-02,2009-12-31,29
kasama dho,xdock,chiombo,TRUE,2010-01-06,2010-01-27,21
kasama dho,xdock,chiombo,TRUE,2010-02-03,2010-02-23,20
kasama dho,xdock,chiombo,TRUE,2010-03-03,2010-03-25,22
kasama dho,xdock,chiombo,TRUE,2010-04-08,2010-04-29,21
kasama dho,xdock,kasakula,TRUE,2009-06-03,2009-06-23,20
kasama dho,xdock,kasakula,TRUE,2009-07-10,2009-07-31,21
kasama dho,xdock,kasakula,TRUE,2009-08-06,2009-08-31,25
kasama dho,xdock,kasakula,TRUE,2009-09-02,2009-09-24,22
kasama dho,xdock,kasakula,TRUE,2009-10-07,2009-10-28,21
kasama dho,xdock,kasakula,TRUE,2009-11-04,2009-11-27,23
kasama dho,xdock,kasakula,TRUE,2009-12-02,2009-12-31,29
kasama dho,xdock,kasakula,TRUE,2010-01-06,2010-01-27,21
kasama dho,xdock,kasakula,TRUE,2010-02-03,2010-02-23,20
kasama dho,xdock,kasakula,TRUE,2010-03-03,2010-03-25,22
kasama dho,xdock,kasakula,TRUE,2010-04-08,2010-04-29,21
kasama dho,xdock,munkonge,TRUE,2009-06-03,2009-06-23,20
kasama dho,xdock,munkonge,TRUE,2009-07-10,2009-07-24,14
kasama dho,xdock,munkonge,TRUE,2009-08-06,2009-08-31,25
kasama dho,xdock,munkonge,TRUE,2009-09-02,2009-09-24,22
kasama dho,xdock,munkonge,TRUE,2009-10-07,2009-10-28,21
kasama dho,xdock,munkonge,TRUE,2009-11-04,2009-11-27,23
kasama dho,xdock,munkonge,TRUE,2009-12-02,2009-12-31,29
kasama dho,xdock,munkonge,TRUE,2010-01-06,2010-02-04,29
kasama dho,xdock,munkonge,TRUE,2010-02-03,2010-02-04,1
kasama dho,xdock,munkonge,TRUE,2010-03-03,2010-03-25,22
kasama dho,xdock,munkonge,TRUE,2010-04-08,2010-04-29,21
kasama dho,xdock,lubushi,TRUE,2009-06-03,2009-06-23,20
kasama dho,xdock,lubushi,TRUE,2009-07-10,2009-07-24,14
kasama dho,xdock,lubushi,TRUE,2009-08-06,2009-08-31,25
kasama dho,xdock,lubushi,TRUE,2009-09-02,2009-09-24,22
kasama dho,xdock,lubushi,TRUE,2009-10-07,2009-10-28,21
kasama dho,xdock,lubushi,TRUE,2009-11-04,2009-11-27,23
kasama dho,xdock,lubushi,TRUE,2009-12-02,2009-12-31,29
kasama dho,xdock,lubushi,TRUE,2010-01-06,2010-02-04,29
kasama dho,xdock,lubushi,TRUE,2010-02-03,2010-02-04,1
kasama dho,xdock,lubushi,TRUE,2010-03-03,2010-03-25,22
kasama dho,xdock,lubushi,TRUE,2010-04-08,2010-04-29,21
kasama dho,xdock,army,TRUE,2009-06-03,2009-07-21,48
kasama dho,xdock,army,TRUE,2009-07-10,2009-07-21,11
kasama dho,xdock,army,TRUE,2009-08-06,2009-08-24,18
kasama dho,xdock,army,TRUE,2009-09-02,2009-10-20,48
kasama dho,xdock,army,TRUE,2009-10-07,2009-10-20,13
kasama dho,xdock,army,TRUE,2009-11-04,2009-11-23,19
kasama dho,xdock,army,TRUE,2009-12-02,2009-12-26,24
kasama dho,xdock,army,TRUE,2010-01-06,2010-01-18,12
kasama dho,xdock,army,TRUE,2010-02-03,2010-04-21,77
kasama dho,xdock,army,TRUE,2010-03-03,2010-04-21,49
kasama dho,xdock,army,TRUE,2010-04-08,2010-04-21,13
kasama dho,xdock,kasama urban,TRUE,2009-06-03,2009-06-29,26
kasama dho,xdock,kasama urban,TRUE,2009-07-10,2009-07-22,12
kasama dho,xdock,kasama urban,TRUE,2009-08-06,2009-08-24,18
kasama dho,xdock,kasama urban,TRUE,2009-09-02,2009-10-20,48
kasama dho,xdock,kasama urban,TRUE,2009-10-07,2009-10-20,13
kasama dho,xdock,kasama urban,TRUE,2009-11-04,2009-11-23,19
kasama dho,xdock,kasama urban,TRUE,2009-12-02,2009-12-26,24
kasama dho,xdock,kasama urban,TRUE,2010-01-06,2010-01-18,12
kasama dho,xdock,kasama urban,TRUE,2010-02-03,2010-02-17,14
kasama dho,xdock,kasama urban,TRUE,2010-03-03,2010-03-17,14
kasama dho,xdock,kasama urban,TRUE,2010-04-08,2010-04-20,12
kasama dho,xdock,location,TRUE,2009-06-03,2009-06-17,14
kasama dho,xdock,location,TRUE,2009-07-10,2009-07-21,11
kasama dho,xdock,location,TRUE,2009-08-06,2009-08-24,18
kasama dho,xdock,location,TRUE,2009-09-02,2009-10-20,48
kasama dho,xdock,location,TRUE,2009-10-07,2009-10-20,13
kasama dho,xdock,location,TRUE,2009-11-04,2009-11-23,19
kasama dho,xdock,location,TRUE,2009-12-02,2009-12-26,24
kasama dho,xdock,location,TRUE,2010-01-06,2010-01-29,23
kasama dho,xdock,location,TRUE,2010-02-03,2010-02-16,13
kasama dho,xdock,location,TRUE,2010-03-03,2010-03-18,15
kasama dho,xdock,location,TRUE,2010-04-08,2010-04-19,11
kasama dho,xdock,mulenga,TRUE,2009-06-03,2009-06-24,21
kasama dho,xdock,mulenga,TRUE,2009-07-10,2009-07-29,19
kasama dho,xdock,mulenga,TRUE,2009-08-06,2009-09-04,29
kasama dho,xdock,mulenga,TRUE,2009-09-02,2009-09-04,2
kasama dho,xdock,mulenga,TRUE,2009-10-07,2009-10-20,13
kasama dho,xdock,mulenga,TRUE,2009-11-04,2009-12-04,30
kasama dho,xdock,mulenga,TRUE,2009-12-02,2009-12-04,2
kasama dho,xdock,mulenga,TRUE,2010-01-06,2010-01-29,23
kasama dho,xdock,mulenga,TRUE,2010-02-03,2010-02-18,15
kasama dho,xdock,mulenga,TRUE,2010-03-03,2010-03-19,16
kasama dho,xdock,mulenga,TRUE,2010-04-08,2010-04-21,13
kasama dho,xdock,tazara,TRUE,2009-06-03,2009-06-30,27
kasama dho,xdock,tazara,TRUE,2009-07-10,2009-07-29,19
kasama dho,xdock,tazara,TRUE,2009-08-06,2009-09-02,27
kasama dho,xdock,tazara,TRUE,2009-09-02,2009-10-01,29
kasama dho,xdock,tazara,TRUE,2009-10-07,2009-10-31,24
kasama dho,xdock,tazara,TRUE,2009-11-04,2009-12-03,29
kasama dho,xdock,tazara,TRUE,2009-12-02,2009-12-03,1
kasama dho,xdock,tazara,TRUE,2010-01-06,2010-01-19,13
kasama dho,xdock,tazara,TRUE,2010-02-03,2010-02-19,16
kasama dho,xdock,tazara,TRUE,2010-03-03,2010-03-26,23
kasama dho,xdock,tazara,TRUE,2010-04-08,2010-04-26,18
kasama dho,xdock,chisanga,TRUE,2009-06-03,2009-06-29,26
kasama dho,xdock,chisanga,TRUE,2009-07-10,2009-07-29,19
kasama dho,xdock,chisanga,TRUE,2009-08-06,2009-09-04,29
kasama dho,xdock,chisanga,TRUE,2009-09-02,2009-09-04,2
kasama dho,xdock,chisanga,TRUE,2009-10-07,2009-10-31,24
kasama dho,xdock,chisanga,TRUE,2009-11-04,2009-12-03,29
kasama dho,xdock,chisanga,TRUE,2009-12-02,2009-12-03,1
kasama dho,xdock,chisanga,TRUE,2010-01-06,2010-01-19,13
kasama dho,xdock,chisanga,TRUE,2010-02-03,2010-02-16,13
kasama dho,xdock,chisanga,TRUE,2010-03-03,2010-03-18,15
kasama dho,xdock,chisanga,TRUE,2010-04-08,2010-04-19,11
kasama dho,xdock,college,TRUE,2009-06-03,2009-06-24,21
kasama dho,xdock,college,TRUE,2009-07-10,2009-07-29,19
kasama dho,xdock,college,TRUE,2009-08-06,2009-09-04,29
kasama dho,xdock,college,TRUE,2009-09-02,2009-09-04,2
kasama dho,xdock,college,TRUE,2009-10-07,2009-10-20,13
kasama dho,xdock,college,TRUE,2009-11-04,2009-12-04,30
kasama dho,xdock,college,TRUE,2009-12-02,2009-12-04,2
kasama dho,xdock,college,TRUE,2010-01-06,2010-01-19,13
kasama dho,xdock,college,TRUE,2010-02-03,2010-02-18,15
kasama dho,xdock,college,TRUE,2010-03-03,2010-03-19,16
kasama dho,xdock,college,TRUE,2010-04-08,2010-04-21,13
kasama dho,xdock,lukashya,TRUE,2009-07-10,2009-07-30,20
kasama dho,xdock,lukashya,TRUE,2009-08-06,2009-09-04,29
kasama dho,xdock,lukashya,TRUE,2009-09-02,2009-09-04,2
