district,facility,date
kasama dho,misamfu,2009-10-23
kasama dho,lukashya,2009-10-23
kasama dho,lukashi,2009-10-26
kasama dho,mwamba,2009-10-26
kasama dho,lukupa,2009-10-26
kasama dho,chilongoshi,2009-10-27
kasama dho,misengo,2009-10-27
kasama dho,zns chishimba,2009-10-27
kasama dho,chilubula,2009-10-27
kasama dho,lubushi,2009-10-28
kasama dho,chiombo,2009-10-28
kasama dho,kasakula,2009-10-28
kasama dho,munkonge,2009-10-28
kasama dho,mbusa,2009-10-29
kasama dho,mulobola,2009-10-29
kasama dho,mumbi mukulu,2009-10-29
kasama dho,musa,2009-10-31
kasama dho,nkolemfumu,2009-10-31
kasama dho,chanda mukulu,2009-10-31
kasama dho,mumbi mfumu,2009-10-31
kasama dho,mulanshi,2009-10-31
kasama dho,tazara,2009-10-31
kasama dho,chisanga,2009-10-31
kasama dho,army,2009-11-23
kasama dho,kasama urban,2009-11-23
kasama dho,location,2009-11-23
kasama dho,kateshi,2009-11-24
kasama dho,milima,2009-11-24
kasama dho,misamfu,2009-11-24
kasama dho,lukashi,2009-11-25
kasama dho,mwamba,2009-11-25
kasama dho,lukupa,2009-11-25
kasama dho,chilongoshi,2009-11-26
kasama dho,misengo,2009-11-26
kasama dho,zns chishimba,2009-11-26
kasama dho,chilubula,2009-11-26
kasama dho,lubushi,2009-11-27
kasama dho,chiombo,2009-11-27
kasama dho,kasakula,2009-11-27
kasama dho,munkonge,2009-11-27
kasama dho,musa,2009-12-01
kasama dho,nkolemfumu,2009-12-01
kasama dho,chanda mukulu,2009-12-01
kasama dho,mumbi mfumu,2009-12-02
kasama dho,mulanshi,2009-12-02
kasama dho,tazara,2009-12-03
kasama dho,chisanga,2009-12-03
kasama dho,college,2009-12-04
kasama dho,mulenga,2009-12-04
kasama dho,lukashya,2009-12-04
kasama dho,mbusa,2009-12-05
kasama dho,mulobola,2009-12-05
kasama dho,mumbi mukulu,2009-12-05
kasama dho,tazara,2009-12-22
kasama dho,chisanga,2009-12-22
kasama dho,college,2009-12-23
kasama dho,mulenga,2009-12-23
kasama dho,lukashya,2009-12-23
kasama dho,mbusa,2009-12-24
kasama dho,mulobola,2009-12-24
kasama dho,mumbi mukulu,2009-12-24
kasama dho,army,2009-12-26
kasama dho,kasama urban,2009-12-26
kasama dho,location,2009-12-26
kasama dho,kateshi,2009-12-28
kasama dho,milima,2009-12-28
kasama dho,misamfu,2009-12-28
kasama dho,lukashi,2009-12-29
kasama dho,mwamba,2009-12-29
kasama dho,lukupa,2009-12-29
kasama dho,musa,2009-12-30
kasama dho,nkolemfumu,2009-12-30
kasama dho,chanda mukulu,2009-12-30
kasama dho,lubushi,2009-12-31
kasama dho,chiombo,2009-12-31
kasama dho,kasakula,2009-12-31
kasama dho,munkonge,2009-12-31
kasama dho,mulanshi,2010-01-04
kasama dho,mumbi mfumu,2010-01-04
kasama dho,chilubula,2010-01-05
kasama dho,zns chishimba,2010-01-05
kasama dho,misengo,2010-01-05
kasama dho,chilongoshi,2010-01-05
kasama dho,kasama urban,2010-01-18
kasama dho,army,2010-01-18
kasama dho,tazara,2010-01-19
kasama dho,chisanga,2010-01-19
kasama dho,college,2010-01-19
kasama dho,musa,2010-01-24
kasama dho,nkolemfumu,2010-01-24
kasama dho,chanda mukulu,2010-01-24
kasama dho,mumbi mfumu,2010-01-25
kasama dho,mulanshi,2010-01-25
kasama dho,chanda mukulu,2010-01-26
kasama dho,musa,2010-01-26
kasama dho,nkolemfumu,2010-01-26
kasama dho,chiombo,2010-01-27
kasama dho,kasakula,2010-01-27
kasama dho,chiombo,2010-01-27
kasama dho,kasakula,2010-01-27
kasama dho,mbusa,2010-01-28
kasama dho,mumbi mukulu,2010-01-28
kasama dho,mulobola,2010-01-28
kasama dho,mulenga,2010-01-29
kasama dho,location,2010-01-29
kasama dho,lukashya,2010-01-29
kasama dho,lukupa,2010-02-01
kasama dho,lukashi,2010-02-01
kasama dho,mwamba,2010-02-01
kasama dho,misengo,2010-02-02
kasama dho,chilubula,2010-02-02
kasama dho,zns chishimba,2010-02-02
kasama dho,chilongoshi,2010-02-02
kasama dho,kateshi,2010-02-03
kasama dho,milima,2010-02-03
kasama dho,misamfu,2010-02-03
kasama dho,lubushi,2010-02-04
kasama dho,munkonge,2010-02-04
kasama dho,location,2010-02-16
kasama dho,chisanga,2010-02-16
kasama dho,kasama urban,2010-02-17
kasama dho,lukashya,2010-02-17
kasama dho,college,2010-02-18
kasama dho,mulenga,2010-02-18
kasama dho,mulanshi,2010-02-19
kasama dho,tazara,2010-02-19
kasama dho,misengo,2010-02-22
kasama dho,chilongoshi,2010-02-22
kasama dho,zns chishimba,2010-02-22
kasama dho,chilubula,2010-02-22
kasama dho,kasakula,2010-02-23
kasama dho,chiombo,2010-02-23
kasama dho,munkonge,2010-02-23
kasama dho,lubushi,2010-02-23
kasama dho,kateshi,2010-02-25
kasama dho,milima,2010-02-25
kasama dho,misamfu,2010-02-25
kasama dho,mwamba,2010-02-26
kasama dho,lukupa,2010-02-26
kasama dho,kasama urban,2010-03-17
kasama dho,lukashya,2010-03-17
kasama dho,location,2010-03-18
kasama dho,chisanga,2010-03-18
kasama dho,college,2010-03-19
kasama dho,mulenga,2010-03-19
kasama dho,lukupa,2010-03-22
kasama dho,lukashi,2010-03-22
kasama dho,mwamba,2010-03-22
kasama dho,misengo,2010-03-23
kasama dho,chilubula,2010-03-23
kasama dho,zns chishimba,2010-03-23
kasama dho,chilongoshi,2010-03-23
kasama dho,kateshi,2010-03-24
kasama dho,milima,2010-03-24
kasama dho,misamfu,2010-03-24
kasama dho,lubushi,2010-03-25
kasama dho,munkonge,2010-03-25
kasama dho,chiombo,2010-03-25
kasama dho,kasakula,2010-03-25
kasama dho,mulanshi,2010-03-26
kasama dho,tazara,2010-03-26
kasama dho,mumbi mfumu,2010-03-26
kasama dho,musa,2010-03-28
kasama dho,nkolemfumu,2010-03-28
kasama dho,chanda mukulu,2010-03-28
kasama dho,mulobola,2010-03-29
kasama dho,mbusa,2010-03-29
kasama dho,mumbi mukulu,2010-03-29
kasama dho,musa,2010-04-16
kasama dho,chanda mukulu,2010-04-16
kasama dho,location,2010-04-19
kasama dho,chisanga,2010-04-19
kasama dho,kasama urban,2010-04-20
kasama dho,lukashya,2010-04-20
kasama dho,college,2010-04-21
kasama dho,mulenga,2010-04-21
kasama dho,army,2010-04-21
kasama dho,lukupa,2010-04-22
kasama dho,lukashi,2010-04-22
kasama dho,mwamba,2010-04-22
kasama dho,kateshi,2010-04-23
kasama dho,milima,2010-04-23
kasama dho,misamfu,2010-04-24
kasama dho,mulanshi,2010-04-26
kasama dho,tazara,2010-04-26
kasama dho,mumbi mfumu,2010-04-26
kasama dho,nkolemfumu,2010-04-26
kasama dho,mulobola,2010-04-28
kasama dho,mbusa,2010-04-28
kasama dho,mumbi mukulu,2010-04-28
kasama dho,lubushi,2010-04-29
kasama dho,munkonge,2010-04-29
kasama dho,chiombo,2010-04-29
kasama dho,kasakula,2010-04-29
kasama dho,misengo,2010-04-30
kasama dho,chilubula,2010-04-30
kasama dho,zns chishimba,2010-04-30
kasama dho,chilongoshi,2010-04-30
milenge dho,milenge east 7,2009-04-09
milenge dho,sokontwe,2009-04-14
milenge dho,sokontwe,2009-04-14
milenge dho,milenge east 7,2009-04-16
milenge dho,sokontwe,2009-04-16
milenge dho,milenge east 7,2009-04-16
milenge dho,sokontwe,2009-04-16
milenge dho,kapalala,2009-04-17
milenge dho,lungo mukuta,2009-04-17
milenge dho,kapalala,2009-04-17
milenge dho,lungo mukuta,2009-04-17
milenge dho,milenge east 7,2009-05-14
milenge dho,milenge east 7,2009-05-19
milenge dho,sokontwe,2009-05-20
milenge dho,kapalala,2009-05-21
milenge dho,lungo mukuta,2009-05-21
milenge dho,chibende,2009-05-26
milenge dho,lwela,2009-05-26
milenge dho,mulumbi,2009-05-26
milenge dho,kabange,2009-05-26
milenge dho,milenge east 7,2009-06-08
milenge dho,lungo mukuta,2009-06-11
milenge dho,kapalala,2009-06-12
milenge dho,sokontwe,2009-06-12
milenge dho,mulumbi,2009-06-14
milenge dho,kabange,2009-06-14
milenge dho,lwela,2009-06-14
milenge dho,chibende,2009-06-14
milenge dho,sokontwe,2009-06-23
milenge dho,kapalala,2009-06-23
milenge dho,milenge east 7,2009-06-24
milenge dho,chibende,2009-06-25
milenge dho,mulumbi,2009-06-25
milenge dho,lwela,2009-06-25
milenge dho,milenge east 7,2009-07-07
milenge dho,sokontwe,2009-07-08
milenge dho,kapalala,2009-07-08
milenge dho,sokontwe,2009-07-12
milenge dho,mulumbi,2009-07-12
milenge dho,kabange,2009-07-12
milenge dho,lwela,2009-07-12
milenge dho,chibende,2009-07-12
milenge dho,milenge east 7,2009-08-11
milenge dho,kapalala,2009-08-12
milenge dho,sokontwe,2009-08-13
milenge dho,lungo mukuta,2009-08-15
milenge dho,lungo mukuta,2009-08-17
milenge dho,mulumbi,2009-08-20
milenge dho,kabange,2009-08-20
milenge dho,lwela,2009-08-20
milenge dho,chibende,2009-08-20
milenge dho,milenge east 7,2009-09-04
milenge dho,milenge east 7,2009-09-04
milenge dho,kapalala,2009-09-14
milenge dho,mulumbi,2009-09-14
milenge dho,kabange,2009-09-14
milenge dho,chibende,2009-09-15
milenge dho,lwela,2009-09-15
milenge dho,kapalala,2009-09-17
milenge dho,sokontwe,2009-09-18
milenge dho,milenge east 7,2009-09-18
milenge dho,lungo mukuta,2009-09-30
milenge dho,lungo mukuta,2009-10-08
milenge dho,milenge east 7,2009-10-09
milenge dho,lwela,2009-10-12
milenge dho,mulumbi,2009-10-13
milenge dho,milenge east 7,2009-10-14
milenge dho,kapalala,2009-10-19
milenge dho,sokontwe,2009-10-19
milenge dho,chibende,2009-10-20
milenge dho,kabange,2009-10-20
milenge dho,milenge east 7,2009-10-26
milenge dho,lungo mukuta,2009-11-06
milenge dho,kapalala,2009-11-16
milenge dho,milenge east 7,2009-11-16
milenge dho,sokontwe,2009-11-16
milenge dho,kabange,2009-11-19
milenge dho,mulumbi,2009-11-19
milenge dho,chibende,2009-11-20
milenge dho,lwela,2009-11-20
milenge dho,milenge east 7,2009-11-25
milenge dho,sokontwe,2009-11-26
milenge dho,lungo mukuta,2009-11-28
milenge dho,lungo mukuta,2009-12-01
milenge dho,milenge east 7,2009-12-05
milenge dho,kapalala,2009-12-19
milenge dho,sokontwe,2009-12-21
milenge dho,kabange,2009-12-23
milenge dho,chibende,2009-12-23
milenge dho,mulumbi,2009-12-23
milenge dho,lwela,2009-12-23
milenge dho,milenge east 7,2009-12-30
milenge dho,lungo mukuta,2010-01-05
milenge dho,milenge east 7,2010-01-06
milenge dho,lwela,2010-01-08
milenge dho,mulumbi,2010-01-08
milenge dho,kabange,2010-01-08
milenge dho,chibende,2010-01-08
milenge dho,sokontwe,2010-01-11
milenge dho,kapalala,2010-01-12
milenge dho,kapalala,2010-01-20
milenge dho,kapalala,2010-02-09
milenge dho,milenge east 7,2010-02-09
milenge dho,sokontwe,2010-02-10
milenge dho,lwela,2010-02-12
milenge dho,chibende,2010-02-12
milenge dho,kabange,2010-02-12
milenge dho,mulumbi,2010-02-12
milenge dho,milenge east 7,2010-02-25
milenge dho,lungo mukuta,2010-04-09
milenge dho,milenge east 7,2010-04-10
milenge dho,kapalala,2010-04-15
milenge dho,sokontwe,2010-04-17
milenge dho,kapalala,2010-04-17
milenge dho,kabange,2010-04-19
milenge dho,mulumbi,2010-04-19
milenge dho,lwela,2010-04-20
milenge dho,chibende,2010-04-20
milenge dho,lungo mukuta,2010-04-24
mkushi dho,fiwila mission,2009-05-04
mkushi dho,chibefwe,2009-05-04
mkushi dho,kaundula,2009-05-05
mkushi dho,chikupili,2009-05-06
mkushi dho,miloso,2009-05-06
mkushi dho,mkushi coppermine,2009-05-08
mkushi dho,mboroma,2009-05-09
mkushi dho,nkumbi,2009-05-11
mkushi dho,luanshimba,2009-05-14
mkushi dho,chingombe,2009-05-14
mkushi dho,chibefwe,2009-05-14
mkushi dho,nshinso,2009-05-15
mkushi dho,kaundula,2009-05-15
mkushi dho,chibefwe,2009-05-15
mkushi dho,chalata,2009-05-15
mkushi dho,chibefwe,2009-05-18
mkushi dho,munsakamba,2009-05-20
mkushi dho,luanshimba,2009-05-20
mkushi dho,twatasha,2009-05-26
mkushi dho,kaundula,2009-05-26
mkushi dho,chibefwe,2009-05-26
mkushi dho,masansa,2009-05-27
mkushi dho,fiwila mission,2009-05-28
mkushi dho,mkushi district,2009-05-28
mkushi dho,mboroma,2009-05-29
mkushi dho,chingombe,2009-05-30
mkushi dho,mboshya,2009-05-31
mkushi dho,chikupili,2009-06-08
mkushi dho,musofu,2009-06-08
mkushi dho,chibefwe,2009-06-08
mkushi dho,chibefwe,2009-06-09
mkushi dho,musofu,2009-06-09
mkushi dho,chimika,2009-06-09
mkushi dho,mboshya,2009-06-09
mkushi dho,masansa,2009-06-09
mkushi dho,nkolonga,2009-06-09
mkushi dho,mboroma,2009-06-11
mkushi dho,kakushi,2009-06-12
mkushi dho,fiwila mission,2009-06-15
mkushi dho,mboroma,2009-06-16
mkushi dho,kampelembe,2009-06-19
mkushi dho,chikupili,2009-06-22
mkushi dho,kampelembe,2009-06-22
mkushi dho,mkushi coppermine,2009-06-22
mkushi dho,nkumbi,2009-06-22
mkushi dho,nshinso,2009-06-22
mkushi dho,old mkushi,2009-06-22
mkushi dho,chalata,2009-06-23
mkushi dho,kakushi,2009-06-23
mkushi dho,luanshimba,2009-06-23
mkushi dho,miloso,2009-06-23
mkushi dho,nshinso,2009-06-23
mkushi dho,munsakamba,2009-06-24
mkushi dho,old mkushi,2009-06-25
mkushi dho,twatasha,2009-06-29
mkushi dho,chibefwe,2009-06-30
mkushi dho,kaundula,2009-06-30
mkushi dho,mboroma,2009-06-30
mkushi dho,old mkushi,2009-07-01
mkushi dho,chikupili,2009-07-01
mkushi dho,kampelembe,2009-07-01
mkushi dho,chalata,2009-07-02
mkushi dho,nkolonga,2009-07-03
mkushi dho,nshinso,2009-07-03
mkushi dho,kaundula,2009-07-03
mkushi dho,kakushi,2009-07-03
mkushi dho,fiwila mission,2009-07-08
mkushi dho,twatasha,2009-07-09
mkushi dho,luanshimba,2009-07-09
mkushi dho,kampelembe,2009-07-09
mkushi dho,kampelembe,2009-07-10
mkushi dho,nkolonga,2009-07-12
mkushi dho,chalata,2009-07-12
mkushi dho,nshinso,2009-07-12
mkushi dho,luanshimba,2009-07-12
mkushi dho,kakushi,2009-07-12
mkushi dho,miloso,2009-07-12
mkushi dho,twatasha,2009-07-12
mkushi dho,masansa,2009-07-13
mkushi dho,fiwila mission,2009-07-13
mkushi dho,kampelembe,2009-07-13
mkushi dho,old mkushi,2009-07-13
mkushi dho,chikupili,2009-07-13
mkushi dho,mkushi coppermine,2009-07-16
mkushi dho,kaundula,2009-07-17
mkushi dho,musofu,2009-07-20
mkushi dho,munsakamba,2009-07-20
mkushi dho,nkumbi,2009-07-20
mkushi dho,chibefwe,2009-07-30
mkushi dho,miloso,2009-07-30
mkushi dho,chembe,2009-08-05
mkushi dho,chibefwe,2009-08-05
mkushi dho,chalata,2009-08-06
mkushi dho,nkolonga,2009-08-06
mkushi dho,nshinso,2009-08-06
mkushi dho,munsakamba,2009-08-07
mkushi dho,luanshimba,2009-08-07
mkushi dho,mboshya,2009-08-07
mkushi dho,musofu,2009-08-08
mkushi dho,nkumbi,2009-08-08
mkushi dho,mkushi coppermine,2009-08-08
mkushi dho,twatasha,2009-08-09
mkushi dho,masansa,2009-08-09
mkushi dho,chikupili,2009-08-09
mkushi dho,kampelembe,2009-08-09
mkushi dho,old mkushi,2009-08-09
mkushi dho,kakushi,2009-08-10
mkushi dho,miloso,2009-08-10
mkushi dho,munsakamba,2009-08-11
mkushi dho,kaundula,2009-08-11
mkushi dho,chibefwe,2009-08-12
mkushi dho,miloso,2009-08-12
mkushi dho,chalata,2009-08-13
mkushi dho,old mkushi,2009-08-17
mkushi dho,luanshimba,2009-08-20
mkushi dho,fiwila mission,2009-08-20
mkushi dho,kampelembe,2009-08-21
mkushi dho,chikupili,2009-08-21
mkushi dho,kakushi,2009-08-21
mkushi dho,nshinso,2009-08-25
mkushi dho,kaundula,2009-08-27
mkushi dho,kaundula,2009-08-31
mkushi dho,chibefwe,2009-09-02
mkushi dho,nkolonga,2009-09-02
mkushi dho,chalata,2009-09-02
mkushi dho,chikupili,2009-09-02
mkushi dho,chengelo,2009-09-03
mkushi dho,mboroma,2009-09-03
mkushi dho,chingombe,2009-09-03
mkushi dho,mboshya,2009-09-04
mkushi dho,fiwila mission,2009-09-07
mkushi dho,nshinso,2009-09-08
mkushi dho,chimika,2009-09-09
mkushi dho,chalata,2009-09-09
mkushi dho,chembe,2009-09-10
mkushi dho,chibefwe,2009-09-10
mkushi dho,nkolonga,2009-09-15
mkushi dho,musofu,2009-09-16
mkushi dho,chibefwe,2009-09-17
mkushi dho,munsakamba,2009-09-17
mkushi dho,chingombe,2009-09-17
mkushi dho,mboroma,2009-09-17
mkushi dho,masansa,2009-09-18
mkushi dho,twatasha,2009-09-18
mkushi dho,kampelembe,2009-09-19
mkushi dho,old mkushi,2009-09-19
mkushi dho,nshinso,2009-09-21
mkushi dho,mkushi coppermine,2009-09-21
mkushi dho,chikupili,2009-09-21
mkushi dho,chengelo,2009-09-22
mkushi dho,munsakamba,2009-09-23
mkushi dho,mboroma,2009-09-23
mkushi dho,chibefwe,2009-09-24
mkushi dho,twatasha,2009-09-24
mkushi dho,kaundula,2009-09-24
mkushi dho,fiwila mission,2009-09-25
mkushi dho,miloso,2009-09-29
mkushi dho,kakushi,2009-09-29
mkushi dho,musofu,2009-10-05
mkushi dho,mboroma,2009-10-05
mkushi dho,miloso,2009-10-05
mkushi dho,nkumbi,2009-10-07
mkushi dho,chalata,2009-10-09
mkushi dho,chibefwe,2009-10-12
mkushi dho,chibefwe,2009-10-10
mkushi dho,munsakamba,2009-10-10
mkushi dho,musofu,2009-10-14
mkushi dho,nkumbi,2009-10-14
mkushi dho,chalata,2009-10-16
mkushi dho,chengelo,2009-10-16
mkushi dho,moffat,2009-10-16
mkushi dho,nkolonga,2009-10-16
mkushi dho,luanshimba,2009-10-16
mkushi dho,nshinso,2009-10-16
mkushi dho,miloso,2009-10-20
mkushi dho,kakushi,2009-10-20
mkushi dho,twatasha,2009-10-20
mkushi dho,fiwila mission,2009-10-20
mkushi dho,kaundula,2009-10-20
mkushi dho,chikupili,2009-10-21
mkushi dho,kampelembe,2009-10-21
mkushi dho,masansa,2009-10-22
mkushi dho,mkushi coppermine,2009-10-22
mkushi dho,chimika,2009-10-30
mkushi dho,mboroma,2009-10-31
mkushi dho,chibefwe,2009-11-03
mkushi dho,fiwila mission,2009-11-06
mkushi dho,kaundula,2009-11-06
mkushi dho,nkumbi,2009-11-06
mkushi dho,chibefwe,2009-11-09
mkushi dho,nkumbi,2009-11-09
mkushi dho,mkushi district,2009-11-10
mkushi dho,masansa,2009-11-10
mkushi dho,mkushi coppermine,2009-11-10
mkushi dho,munsakamba,2009-11-11
mkushi dho,luanshimba,2009-11-11
mkushi dho,moffat,2009-11-11
mkushi dho,mkushi district,2009-11-12
mkushi dho,chengelo,2009-11-12
mkushi dho,kampelembe,2009-11-12
mkushi dho,old mkushi,2009-11-12
mkushi dho,chalata,2009-11-16
mkushi dho,mboshya,2009-11-16
mkushi dho,nshinso,2009-11-18
mkushi dho,chembe,2009-11-19
mkushi dho,fiwila mission,2009-11-20
mkushi dho,kaundula,2009-11-20
mkushi dho,mkushi district,2009-11-23
mkushi dho,chingombe,2009-11-24
mkushi dho,twatasha,2009-11-25
mkushi dho,chalata,2009-11-26
mkushi dho,nkolonga,2009-11-26
mkushi dho,kakushi,2009-11-29
mkushi dho,musofu,2009-11-30
mkushi dho,chikupili,2009-12-03
mkushi dho,masansa,2009-12-03
mkushi dho,kaundula,2009-12-03
mkushi dho,moffat,2009-12-03
mkushi dho,fiwila mission,2009-12-03
mkushi dho,nkolonga,2009-12-03
mkushi dho,kampelembe,2009-12-03
mkushi dho,chibefwe,2009-12-04
mkushi dho,chalata,2009-12-04
mkushi dho,chengelo,2009-12-04
mkushi dho,miloso,2009-12-04
mkushi dho,kakushi,2009-12-04
mkushi dho,nshinso,2009-12-04
mkushi dho,mboroma,2009-12-05
mkushi dho,nkumbi,2009-12-05
mkushi dho,luanshimba,2009-12-07
mkushi dho,chingombe,2009-12-08
mkushi dho,mboshya,2009-12-08
mkushi dho,twatasha,2009-12-10
mkushi dho,musofu,2009-12-10
mkushi dho,mkushi coppermine,2009-12-11
mkushi dho,munsakamba,2009-12-15
mkushi dho,masansa,2010-01-02
mkushi dho,fiwila mission,2010-01-02
mkushi dho,mboroma,2010-01-02
mkushi dho,old mkushi,2010-01-03
mkushi dho,kaundula,2010-01-06
mkushi dho,chibefwe,2010-01-07
mkushi dho,kakushi,2010-01-08
mkushi dho,musofu,2010-01-11
mkushi dho,nkumbi,2010-01-12
mkushi dho,mkushi district,2010-01-13
mkushi dho,munsakamba,2010-01-13
mkushi dho,mkushi district,2010-01-14
mkushi dho,chibefwe,2010-01-18
mkushi dho,mkushi district,2010-01-19
mkushi dho,chalata,2010-01-19
mkushi dho,nkumbi,2010-01-19
mkushi dho,chikupili,2010-01-20
mkushi dho,chibefwe,2010-01-25
mkushi dho,chibefwe,2010-01-27
mkushi dho,nshinso,2010-02-04
mkushi dho,chengelo,2010-02-04
mkushi dho,nkumbi,2010-02-04
mkushi dho,chibefwe,2010-02-04
mkushi dho,mkushi district,2010-02-05
mkushi dho,moffat,2010-02-05
mkushi dho,musofu,2010-02-08
mkushi dho,nkolonga,2010-02-08
mkushi dho,miloso,2010-02-08
mkushi dho,kakushi,2010-02-08
mkushi dho,luanshimba,2010-02-08
mkushi dho,chalata,2010-02-08
mkushi dho,twatasha,2010-02-08
mkushi dho,nshinso,2010-02-09
mkushi dho,masansa,2010-02-10
mkushi dho,munsakamba,2010-02-12
mkushi dho,mkushi coppermine,2010-02-12
mkushi dho,chikupili,2010-02-15
mkushi dho,munsakamba,2010-02-17
mkushi dho,kampelembe,2010-02-17
mkushi dho,old mkushi,2010-02-17
mkushi dho,chembe,2010-02-18
mkushi dho,chibefwe,2010-02-22
mkushi dho,musofu,2010-02-22
mkushi dho,kaundula,2010-02-22
mkushi dho,fiwila mission,2010-02-22
mkushi dho,mboroma,2010-02-23
mkushi dho,mkushi coppermine,2010-02-25
mkushi dho,chikupili,2010-02-26
mkushi dho,mboroma,2010-03-04
mkushi dho,masansa,2010-03-04
mkushi dho,nshinso,2010-03-04
mkushi dho,chibefwe,2010-03-04
mkushi dho,chengelo,2010-03-04
mkushi dho,moffat,2010-03-04
mkushi dho,munsakamba,2010-03-05
mkushi dho,chalata,2010-03-09
mkushi dho,musofu,2010-03-09
mkushi dho,luanshimba,2010-03-09
mkushi dho,masansa,2010-03-10
mkushi dho,chikupili,2010-03-10
mkushi dho,kampelembe,2010-03-10
mkushi dho,nkumbi,2010-03-13
mkushi dho,twatasha,2010-03-13
mkushi dho,kakushi,2010-03-13
mkushi dho,mkushi coppermine,2010-03-15
mkushi dho,kaundula,2010-03-15
mkushi dho,fiwila mission,2010-03-21
mkushi dho,old mkushi,2010-03-21
mkushi dho,chikupili,2010-03-25
mkushi dho,miloso,2010-04-06
mkushi dho,nkumbi,2010-04-08
mkushi dho,chibefwe,2010-04-09
mkushi dho,kaundula,2010-04-09
mkushi dho,nshinso,2010-04-09
mkushi dho,chengelo,2010-04-09
mkushi dho,moffat,2010-04-09
mkushi dho,nkolonga,2010-04-09
mkushi dho,mkushi district,2010-04-09
mkushi dho,miloso,2010-04-12
mkushi dho,munsakamba,2010-04-13
mkushi dho,kakushi,2010-04-15
mkushi dho,chikupili,2010-04-15
mkushi dho,chalata,2010-04-16
mkushi dho,twatasha,2010-04-16
mkushi dho,luanshimba,2010-04-16
mkushi dho,fiwila mission,2010-04-16
mkushi dho,nkolonga,2010-04-19
mkushi dho,mkushi coppermine,2010-04-19
mkushi dho,chibefwe,2010-04-20
mkushi dho,nkumbi,2010-04-20
mkushi dho,mboroma,2010-04-22
mkushi dho,masansa,2010-04-25
mkushi dho,cholera centre,2010-04-25
mkushi dho,kaundula,2010-04-26
mkushi dho,kampelembe,2010-04-27
mufumbwe dho,kinkonge,2009-05-24
mufumbwe dho,kalengwa,2009-05-25
mufumbwe dho,lubilo,2009-05-25
mufumbwe dho,kabipupu,2009-05-26
mufumbwe dho,mufumbwe,2009-05-28
mufumbwe dho,boma,2009-05-28
mufumbwe dho,matushi,2009-05-29
mufumbwe dho,mufumbwe,2009-06-07
mufumbwe dho,kaminzekenzeke,2009-06-11
mufumbwe dho,mushima,2009-06-11
mufumbwe dho,kabanda,2009-06-11
mufumbwe dho,mufumbwe,2009-06-18
mufumbwe dho,kashima,2009-06-18
mufumbwe dho,lubilo,2009-06-26
mufumbwe dho,matushi,2009-06-26
mufumbwe dho,kalengwa,2009-06-27
mufumbwe dho,kabipupu,2009-06-27
mufumbwe dho,boma,2009-07-01
mufumbwe dho,mufumbwe,2009-07-05
mufumbwe dho,mufumbwe,2009-07-05
mufumbwe dho,kinkonge,2009-07-07
mufumbwe dho,kashima,2009-07-08
mufumbwe dho,matushi,2009-07-08
mufumbwe dho,munyambala,2009-07-08
mufumbwe dho,jivundu,2009-07-08
mufumbwe dho,mufumbwe,2009-07-16
mufumbwe dho,kaminzekenzeke,2009-07-16
mufumbwe dho,mushima,2009-07-16
mufumbwe dho,kabanda,2009-07-16
mufumbwe dho,mufumbwe,2009-07-16
mufumbwe dho,kalengwa,2009-07-23
mufumbwe dho,kabipupu,2009-07-23
mufumbwe dho,kalengwa,2009-07-23
mufumbwe dho,kabipupu,2009-07-23
mufumbwe dho,boma,2009-07-24
mufumbwe dho,lubilo,2009-07-27
mufumbwe dho,jivundu,2009-07-27
mufumbwe dho,miluji,2009-08-11
mufumbwe dho,lubilo,2009-08-14
mufumbwe dho,kashima,2009-08-18
mufumbwe dho,matushi,2009-08-18
mufumbwe dho,boma,2009-08-19
mufumbwe dho,munyambala,2009-08-25
mufumbwe dho,kinkonge,2009-08-25
mufumbwe dho,kaminzekenzeke,2009-08-31
mufumbwe dho,mushima,2009-08-31
mufumbwe dho,kabanda,2009-08-31
mufumbwe dho,mufumbwe,2009-09-10
mufumbwe dho,miluji,2009-09-11
mufumbwe dho,mufumbwe,2009-09-16
mufumbwe dho,kashima,2009-09-21
mufumbwe dho,lubilo,2009-09-21
mufumbwe dho,matushi,2009-09-21
mufumbwe dho,munyambala,2009-09-21
mufumbwe dho,kalengwa,2009-09-22
mufumbwe dho,kabipupu,2009-09-22
mufumbwe dho,kaminzekenzeke,2009-09-23
mufumbwe dho,mushima,2009-09-23
mufumbwe dho,kabanda,2009-09-23
mufumbwe dho,kinkonge,2009-09-25
mufumbwe dho,boma,2009-09-25
mufumbwe dho,mufumbwe,2009-10-07
mufumbwe dho,mufumbwe,2009-10-22
mufumbwe dho,kashima,2009-10-26
mufumbwe dho,lubilo,2009-10-26
mufumbwe dho,matushi,2009-10-26
mufumbwe dho,munyambala,2009-10-26
mufumbwe dho,kalengwa,2009-10-27
mufumbwe dho,kabipupu,2009-10-27
mufumbwe dho,kinkonge,2009-10-28
mufumbwe dho,boma,2009-10-28
mufumbwe dho,kaminzekenzeke,2009-10-29
mufumbwe dho,mushima,2009-10-29
mufumbwe dho,kabanda,2009-10-29
mufumbwe dho,mufumbwe,2009-11-07
mufumbwe dho,miluji,2009-11-13
mufumbwe dho,mufumbwe,2009-11-20
mufumbwe dho,lubilo,2009-11-20
mufumbwe dho,kinkonge,2009-11-25
mufumbwe dho,boma,2009-11-25
mufumbwe dho,kashima,2009-11-29
