district,facility,date
kaoma dho,mayukwayukwa 1,2010-04-09
kaoma dho,mbanyutu,2010-04-09
kaoma dho,mwanambuyu,2010-04-09
kaoma dho,mayukwayukwa 2 (aha),2010-04-09
kaoma dho,saint josephs,2010-04-09
kaoma dho,afumba,2010-04-09
kaoma dho,zns mangango,2010-05-04
kaoma dho,nkeyema,2010-05-05
kaoma dho,nyambi 1,2010-05-10
kaoma dho,mulwa,2010-05-10
kaoma dho,kasimba,2010-05-10
kaoma dho,chitwa,2010-05-10
kaoma dho,nakayembe,2010-05-10
kaoma dho,kaoma urban,2010-05-10
kaoma dho,luena camp,2010-05-05
kaoma dho,katunda,2010-05-04
kaoma dho,mulamba,2010-05-04
kaoma dho,luampa,2010-05-06
kaoma dho,nyambi 2,2010-05-07
kaoma dho,kasabi,2010-05-07
kaoma dho,kaaba,2010-05-07
kaoma dho,kabilamwandi,2010-05-07
kaoma dho,winda,2010-05-07
kaoma dho,namilangi,2010-05-07
kaoma dho,kandende,2010-05-10
kaoma dho,kahare,2010-05-05
kaoma dho,njonjolo,2010-05-04
kaoma dho,nkenga,2010-05-07
kaoma dho,lui,2010-05-07
kaoma dho,mayukwayukwa 1,2010-05-04
kaoma dho,mbanyutu,2010-05-04
kaoma dho,mwanambuyu,2010-05-10
kaoma dho,mayukwayukwa 2 (aha),2010-05-10
kaoma dho,saint josephs,2010-05-07
kaoma dho,afumba,2010-05-10
kasama dho,chanda mukulu,9-05-17
kasama dho,chilongoshi,9-05-26
kasama dho,chilubula,9-05-23
kasama dho,chiombo,2009-05-07
kasama dho,chisanga,2009-05-08
kasama dho,college,2009-05-11
kasama dho,kasakula,2009-05-11
kasama dho,kasama urban,2009-05-07
kasama dho,kateshi,2009-05-06
kasama dho,location,2009-05-10
kasama dho,lubushi,9-05-16
kasama dho,lukashi,2009-05-06
kasama dho,lukashya,2009-05-08
kasama dho,lukupa,2009-05-07
kasama dho,mbusa,2009-05-09
kasama dho,milima,2009-05-08
kasama dho,misamfu,9-05-20
kasama dho,misengo,9-05-15
kasama dho,munkonge,2009-05-08
kasama dho,mulanshi,9-05-16
kasama dho,mulenga,2009-05-12
kasama dho,mulobola,9-05-22
kasama dho,mumbi mfumu,2009-05-11
kasama dho,musa,2009-05-10
kasama dho,mwamba,2009-05-07
kasama dho,nkolemfumu,9-05-16
kasama dho,tazara,2009-05-07
kasama dho,army,2009-06-09
kasama dho,chanda mukulu,9-06-18
kasama dho,chilongoshi,9-06-17
kasama dho,chilubula,2009-06-05
kasama dho,chiombo,2009-06-08
kasama dho,chisanga,2009-06-10
kasama dho,college,2009-06-08
kasama dho,kasakula,2009-06-05
kasama dho,kasama urban,2009-06-04
kasama dho,kateshi,2009-06-03
kasama dho,location,2009-06-04
kasama dho,lubushi,2009-06-11
kasama dho,lukashi,2009-06-11
kasama dho,lukashya,2009-06-08
kasama dho,lukupa,2009-06-01
kasama dho,mbusa,2009-06-10
kasama dho,milima,2009-06-04
kasama dho,misamfu,2009-06-11
kasama dho,misengo,9-06-17
kasama dho,munkonge,9-06-14
kasama dho,mulanshi,2009-06-10
kasama dho,mulenga,2009-06-10
kasama dho,mulobola,2009-06-06
kasama dho,mumbi mfumu,0-06-14
kasama dho,musa,2009-06-09
kasama dho,mwamba,2009-06-03
kasama dho,nkolemfumu,2009-06-12
kasama dho,tazara,2009-06-04
kasama dho,zns chishimba,9-06-15
kasama dho,army,9-07-07
kasama dho,chanda mukulu,9-07-04
kasama dho,chilongoshi,9-07-10
kasama dho,chilubula,9-07-02
kasama dho,chiombo,9-07-01
kasama dho,chisanga,9-07-08
kasama dho,college,9-07-04
kasama dho,kasakula,9-07-01
kasama dho,kasama urban,9-07-02
kasama dho,kateshi,9-07-02
kasama dho,location,9-07-09
kasama dho,lubushi,9-07-04
kasama dho,lukashi,9-07-03
kasama dho,lukashya,9-07-03
kasama dho,lukupa,9-07-03
kasama dho,mbusa,9-07-01
kasama dho,milima,9-07-02
kasama dho,misamfu,9-07-03
kasama dho,misengo,9-07-04
kasama dho,munkonge,9-07-03
kasama dho,mulanshi,9-07-07
kasama dho,mulenga,9-07-04
kasama dho,mulobola,9-07-01
kasama dho,mumbi mfumu,9-07-02
kasama dho,mumbi mukulu,9-07-02
kasama dho,musa,9-07-03
kasama dho,mwamba,9-07-01
kasama dho,mwasha,9-07-12
kasama dho,nkolemfumu,9-07-12
kasama dho,tazara,9-07-08
kasama dho,zns chishimba,9-07-08
kasama dho,army,2009-08-07
kasama dho,chanda mukulu,2009-08-04
kasama dho,chilongoshi,2009-08-10
kasama dho,chilubula,2009-08-04
kasama dho,chiombo,2009-08-06
kasama dho,chisanga,2009-08-10
kasama dho,college,2009-08-07
kasama dho,kasakula,2009-08-06
kasama dho,kasama urban,2009-08-07
kasama dho,kateshi,2009-08-04
kasama dho,location,2009-08-10
kasama dho,lubushi,2009-08-04
kasama dho,lukashi,2009-08-10
kasama dho,lukashya,2009-08-11
kasama dho,lukupa,2009-08-07
kasama dho,mbusa,2009-08-10
kasama dho,milima,2009-08-04
kasama dho,misamfu,2009-08-04
kasama dho,misengo,2009-08-04
kasama dho,munkonge,2009-08-02
kasama dho,mulanshi,2009-08-07
kasama dho,mulenga,2009-08-06
kasama dho,mulobola,2009-08-10
kasama dho,mumbi mfumu,2009-08-06
kasama dho,mumbi mukulu,2009-08-02
kasama dho,mwamba,2009-08-10
kasama dho,mwasha,2009-08-10
kasama dho,nkolemfumu,2009-08-06
kasama dho,tazara,2009-08-06
kasama dho,zns chishimba,9-07-31
kasama dho,army,2009-09-09
kasama dho,chanda mukulu,2009-09-07
kasama dho,chilongoshi,2009-09-12
kasama dho,chilubula,2009-09-07
kasama dho,chiombo,2009-09-02
kasama dho,chisanga,2009-09-10
kasama dho,college,2009-09-07
kasama dho,kasakula,2009-09-07
kasama dho,kasama urban,2009-09-02
kasama dho,kateshi,2009-09-01
kasama dho,location,2009-09-05
kasama dho,lubushi,2009-09-03
kasama dho,lukashi,2009-09-02
kasama dho,lukashya,9-09-18
kasama dho,lukupa,2009-09-01
kasama dho,mbusa,9-09-22
kasama dho,milima,9-09-21
kasama dho,misamfu,2009-09-03
kasama dho,misengo,2009-09-07
kasama dho,munkonge,2009-09-07
kasama dho,mulanshi,9-09-21
kasama dho,mulenga,2009-09-10
kasama dho,mulobola,2009-09-07
kasama dho,mumbi mfumu,2009-09-02
kasama dho,mumbi mukulu,9-09-21
kasama dho,musa,2009-09-07
kasama dho,mwamba,2009-09-05
kasama dho,nkolemfumu,2009-09-04
kasama dho,tazara,2009-09-07
kasama dho,zns chishimba,2009-09-02
kasama dho,army,2009-10-07
kasama dho,chanda mukulu,2009-10-05
kasama dho,chilongoshi,2009-10-12
kasama dho,chilubula,2009-10-06
kasama dho,chiombo,2009-10-05
kasama dho,chisanga,2009-10-08
kasama dho,college,2009-10-05
kasama dho,kasakula,2009-10-05
kasama dho,kasama urban,2009-10-09
kasama dho,kateshi,2009-10-05
kasama dho,location,2009-10-05
kasama dho,lubushi,2009-10-05
kasama dho,lukashi,2009-10-05
kasama dho,lukashya,2009-10-08
kasama dho,lukupa,2009-10-06
kasama dho,mbusa,2009-10-12
kasama dho,milima,2009-10-06
kasama dho,misamfu,2009-10-05
kasama dho,misengo,2009-10-05
kasama dho,munkonge,9-10-15
kasama dho,mulanshi,2009-10-05
kasama dho,mulenga,2009-10-09
kasama dho,mulobola,2009-10-05
kasama dho,mumbi mfumu,2009-10-05
kasama dho,mumbi mukulu,2009-10-05
kasama dho,musa,2009-10-05
kasama dho,mwamba,2009-10-07
kasama dho,nkolemfumu,2010-10-05
kasama dho,tazara,2009-10-05
kasama dho,zns chishimba,2009-10-01
kasama dho,army,2009-11-09
kasama dho,chanda mukulu,2009-11-04
kasama dho,chilongoshi,2009-11-06
kasama dho,chilubula,2009-11-03
kasama dho,chiombo,2009-11-05
kasama dho,chisanga,2009-11-06
kasama dho,college,2009-11-04
kasama dho,kasakula,2009-11-06
kasama dho,kasama urban,2009-11-05
kasama dho,kateshi,2009-11-06
kasama dho,location,2009-11-05
kasama dho,lubushi,2009-11-02
kasama dho,lukashi,9-11-21
kasama dho,lukashya,2009-11-03
kasama dho,lukupa,2009-11-04
kasama dho,mbusa,2009-11-12
kasama dho,milima,2009-11-04
kasama dho,misamfu,2009-11-04
kasama dho,misengo,2009-11-05
kasama dho,munkonge,9-11-19
kasama dho,mulanshi,2009-11-05
kasama dho,mulenga,2009-11-03
kasama dho,mulobola,2009-11-04
kasama dho,mumbi mfumu,2009-11-05
kasama dho,mumbi mukulu,2009-11-12
kasama dho,musa,2009-11-02
kasama dho,mwamba,2009-11-11
kasama dho,nkolemfumu,2009-11-04
kasama dho,tazara,2009-11-05
kasama dho,zns chishimba,2009-11-02
kasama dho,army,2009-12-03
kasama dho,chanda mukulu,2009-12-05
kasama dho,chilongoshi,9-12-14
kasama dho,chilubula,2009-12-05
kasama dho,chiombo,9-12-17
kasama dho,chisanga,2009-12-10
kasama dho,college,2009-12-07
kasama dho,kasakula,2009-12-10
kasama dho,kasama urban,9-12-14
kasama dho,kateshi,2009-12-04
kasama dho,location,2009-12-09
kasama dho,lubushi,2009-12-09
kasama dho,lukashi,9-12-15
kasama dho,lukashya,9-12-15
kasama dho,lukupa,2009-12-07
kasama dho,mbusa,2009-12-08
kasama dho,milima,2009-12-03
kasama dho,misamfu,2009-12-04
kasama dho,misengo,2009-12-09
kasama dho,munkonge,9-12-14
kasama dho,mulanshi,2009-12-05
kasama dho,mulenga,2009-12-03
kasama dho,mulobola,2009-12-07
kasama dho,mumbi mfumu,2009-12-02
kasama dho,mumbi mukulu,2009-12-08
kasama dho,musa,2009-12-07
kasama dho,mwamba,2009-12-09
kasama dho,nkolemfumu,2009-12-09
kasama dho,tazara,2009-12-11
kasama dho,zns chishimba,2009-12-04
kasama dho,army,2010-01-08
kasama dho,chanda mukulu,2010-01-01
kasama dho,chilongoshi,2010-01-06
kasama dho,chilubula,2010-01-05
kasama dho,chiombo,2010-01-05
kasama dho,chisanga,2010-01-05
kasama dho,college,2010-01-02
kasama dho,kasakula,2010-01-06
kasama dho,kasama urban,2010-01-08
kasama dho,kateshi,2010-01-04
kasama dho,location,2010-01-08
kasama dho,lubushi,2010-01-04
kasama dho,lukashi,2010-01-18
kasama dho,lukashya,2010-01-06
kasama dho,lukupa,2010-01-04
kasama dho,mbusa,2010-01-20
kasama dho,milima,2010-01-20
kasama dho,misamfu,2010-01-04
kasama dho,misengo,2010-01-04
kasama dho,munkonge,2010-01-20
kasama dho,mulanshi,2010-01-04
kasama dho,mulenga,2010-01-04
kasama dho,mulobola,2010-01-04
kasama dho,mumbi mfumu,2010-01-11
kasama dho,mumbi mukulu,2010-01-20
kasama dho,musa,2010-01-06
kasama dho,mwamba,2010-01-04
kasama dho,nkolemfumu,2010-01-06
kasama dho,tazara,2010-01-11
kasama dho,zns chishimba,2010-01-05
kasama dho,army,2010-02-12
kasama dho,chanda mukulu,2010-02-01
kasama dho,chilongoshi,2010-02-05
kasama dho,chilubula,2010-02-05
kasama dho,chiombo,2010-02-05
kasama dho,chisanga,2010-02-05
kasama dho,college,2010-02-02
kasama dho,kasakula,2010-02-12
kasama dho,kasama urban,2010-02-05
kasama dho,kateshi,2010-02-04
kasama dho,location,2010-02-14
kasama dho,lubushi,2010-02-04
kasama dho,lukashi,2010-02-05
kasama dho,lukashya,2010-02-05
kasama dho,lukupa,2010-02-04
kasama dho,mbusa,2010-02-03
kasama dho,milima,2010-02-14
kasama dho,misamfu,2010-02-04
kasama dho,misengo,2010-02-04
kasama dho,munkonge,2010-02-03
kasama dho,mulanshi,2010-02-04
kasama dho,mulenga,2010-02-04
kasama dho,mulobola,2010-02-04
kasama dho,mumbi mfumu,2010-02-05
kasama dho,mumbi mukulu,2010-02-05
kasama dho,musa,2010-02-11
kasama dho,mwamba,2010-01-04
kasama dho,nkolemfumu,2010-02-10
kasama dho,tazara,2010-02-11
kasama dho,zns chishimba,2010-01-05
kasama dho,army,2010-03-12
kasama dho,chanda mukulu,2010-03-01
kasama dho,chilongoshi,2010-03-05
kasama dho,chilubula,2010-03-05
kasama dho,chiombo,2010-03-05
kasama dho,chisanga,2010-03-05
kasama dho,college,2010-03-02
kasama dho,kasakula,2010-03-12
kasama dho,kasama urban,2010-03-05
kasama dho,kateshi,2010-03-04
kasama dho,location,2010-03-14
kasama dho,lubushi,2010-03-04
kasama dho,lukashi,2010-03-05
kasama dho,lukashya,2010-03-05
kasama dho,lukupa,2010-03-04
kasama dho,mbusa,2010-03-03
kasama dho,milima,2010-03-14
kasama dho,misamfu,2010-03-04
kasama dho,misengo,2010-03-04
kasama dho,munkonge,2010-03-03
kasama dho,mulanshi,2010-03-04
kasama dho,mulenga,2010-03-04
kasama dho,mulobola,2010-03-04
kasama dho,mumbi mfumu,2010-03-05
kasama dho,mumbi mukulu,2010-03-05
kasama dho,musa,2010-03-11
kasama dho,mwamba,2010-03-04
kasama dho,nkolemfumu,2010-03-10
kasama dho,tazara,2010-03-11
kasama dho,zns chishimba,2010-03-05
kasama dho,army,2010-04-02
kasama dho,chanda mukulu,2010-04-07
kasama dho,chilongoshi,2010-04-06
kasama dho,chilubula,2010-04-06
kasama dho,chiombo,2010-04-06
kasama dho,chisanga,2010-04-06
kasama dho,college,2010-04-07
kasama dho,kasakula,2010-04-09
kasama dho,kasama urban,2010-04-07
kasama dho,kateshi,2010-04-07
kasama dho,location,2010-04-07
kasama dho,lubushi,2010-04-04
kasama dho,lukashi,2010-04-16
kasama dho,lukashya,2010-04-06
kasama dho,lukupa,2010-04-06
kasama dho,mbusa,2010-04-07
kasama dho,milima,2010-04-07
kasama dho,misamfu,2010-04-06
kasama dho,misengo,2010-04-06
kasama dho,munkonge,2010-04-02
kasama dho,mulanshi,2010-04-08
kasama dho,mulenga,2010-04-02
kasama dho,mulobola,2010-04-08
kasama dho,mumbi mfumu,2010-04-07
kasama dho,mumbi mukulu,2010-04-07
kasama dho,musa,2010-04-10
kasama dho,mwamba,2010-04-10
kasama dho,nkolemfumu,2010-04-06
kasama dho,tazara,2010-04-09
kasama dho,zns chishimba,2010-04-02
milenge dho,kapalala,2009-05-07
milenge dho,chibende,2009-05-07
milenge dho,kabange,2009-05-08
milenge dho,mulumbi,2009-05-08
milenge dho,lwela,2009-05-08
milenge dho,milenge east 7,2009-06-03
milenge dho,lungo mukuta,2009-06-04
milenge dho,sokontwe,2009-06-08
milenge dho,kapalala,2009-06-08
milenge dho,lwela,2009-06-08
milenge dho,chibende,2009-06-08
milenge dho,mulumbi,2009-06-11
milenge dho,kabange,2009-06-11
milenge dho,milenge east 7,2009-07-01
milenge dho,sokontwe,2009-07-01
milenge dho,kabange,2009-07-01
milenge dho,kapalala,2009-07-01
milenge dho,chibende,2009-07-01
milenge dho,lungo mukuta,2009-07-01
milenge dho,lwela,2009-07-02
milenge dho,mulumbi,2009-07-03
milenge dho,lungo mukuta,2009-08-01
milenge dho,milenge east 7,2009-08-01
milenge dho,kabange,2009-08-04
milenge dho,mulumbi,2009-08-04
milenge dho,lwela,2009-08-04
milenge dho,chibende,2009-08-04
milenge dho,sokontwe,2009-08-05
milenge dho,kapalala,2009-08-06
milenge dho,milenge east 7,2009-09-01
milenge dho,kapalala,2009-09-02
milenge dho,mulumbi,2009-09-07
milenge dho,kabange,2009-09-07
milenge dho,chibende,2009-09-07
milenge dho,lwela,2009-09-07
milenge dho,lungo mukuta,2009-09-08
milenge dho,sokontwe,2009-09-08
milenge dho,lwela,2009-10-02
milenge dho,lungo mukuta,2009-10-04
milenge dho,sokontwe,2009-10-06
milenge dho,milenge east 7,2009-10-07
milenge dho,kapalala,2009-10-08
milenge dho,lungo mukuta,2009-11-02
milenge dho,kapalala,2009-11-03
milenge dho,sokontwe,2009-11-03
milenge dho,milenge east 7,2009-11-04
milenge dho,lwela,2009-11-05
milenge dho,mulumbi,2009-11-05
milenge dho,chibende,2009-11-05
milenge dho,kabange,2009-11-05
milenge dho,milenge east 7,2009-12-03
milenge dho,sokontwe,2009-11-04
milenge dho,kapalala,2009-12-05
milenge dho,lwela,2009-12-06
milenge dho,chibende,2009-12-06
milenge dho,kabange,2009-12-06
milenge dho,lungo mukuta,2009-12-06
milenge dho,mulumbi,2009-12-07
milenge dho,milenge east 7,2010-01-01
milenge dho,lwela,2010-01-02
milenge dho,sokontwe,2010-01-05
milenge dho,lungo mukuta,2010-01-05
milenge dho,mulumbi,2010-01-05
milenge dho,chibende,2010-01-05
milenge dho,kabange,2010-01-05
milenge dho,kapalala,2010-01-07
milenge dho,lwela,2010-02-01
milenge dho,milenge east 7,2010-02-01
milenge dho,kapalala,2010-02-01
milenge dho,lungo mukuta,2010-02-02
milenge dho,sokontwe,2010-02-02
milenge dho,mulumbi,2010-02-02
milenge dho,chibende,2010-02-02
milenge dho,kabange,2010-02-02
milenge dho,lungo mukuta,2010-03-02
milenge dho,milenge east 7,2010-03-03
milenge dho,lwela,2010-03-04
milenge dho,chibende,2010-03-04
milenge dho,kabange,2010-03-04
milenge dho,mulumbi,2010-03-04
milenge dho,kapalala,2010-03-05
milenge dho,sokontwe,2010-03-07
milenge dho,milenge east 7,2010-04-01
milenge dho,lungo mukuta,2010-04-02
milenge dho,lwela,2010-04-03
milenge dho,chibende,2010-04-03
milenge dho,sokontwe,2010-04-05
milenge dho,kabange,2010-04-07
milenge dho,lungo mukuta,2010-05-01
milenge dho,milenge east 7,2010-05-01
milenge dho,lwela,2010-05-03
milenge dho,kabange,2010-05-03
milenge dho,chibende,2010-05-03
milenge dho,mulumbi,2010-05-03
milenge dho,kapalala,2010-05-05
milenge dho,sokontwe,2010-05-05
mkushi dho,chalata,2009-06-05
mkushi dho,chibefwe,2009-06-08
mkushi dho,chikupili,2009-06-04
mkushi dho,chimika,2009-06-08
mkushi dho,chingombe,9-06-22
mkushi dho,fiwila mission,2009-06-10
mkushi dho,kakushi,2009-06-03
mkushi dho,kampelembe,2009-06-09
mkushi dho,kaundula,9-06-05
mkushi dho,luanshimba,2009-06-04
mkushi dho,masansa,2009-06-05
mkushi dho,mboroma,9-06-19
mkushi dho,miloso,2009-06-04
mkushi dho,mkushi coppermine,2009-06-04
mkushi dho,munsakamba,2009-06-08
mkushi dho,musofu,2009-06-05
mkushi dho,nkolonga,2009-06-03
mkushi dho,nkumbi,2009-06-05
mkushi dho,nshinso,2009-06-03
mkushi dho,old mkushi,2009-06-10
mkushi dho,twatasha,9-06-24
mkushi dho,chalata,2009-07-03
mkushi dho,chibefwe,2009-07-07
mkushi dho,chikupili,2009-07-08
mkushi dho,chimika,9-07-13
mkushi dho,chingombe,9-07-13
mkushi dho,fiwila mission,2009-07-03
mkushi dho,kakushi,2009-07-03
mkushi dho,kampelembe,2009-07-02
mkushi dho,kaundula,2009-07-03
mkushi dho,luanshimba,2009-07-01
mkushi dho,masansa,2009-07-08
mkushi dho,miloso,2009-07-03
mkushi dho,mkushi coppermine,2009-07-08
mkushi dho,munsakamba,2009-07-08
mkushi dho,musofu,2009-07-03
mkushi dho,nkolonga,2009-07-03
mkushi dho,nkumbi,2009-07-06
mkushi dho,nshinso,2009-07-08
mkushi dho,old mkushi,2009-07-03
mkushi dho,twatasha,2009-07-08
mkushi dho,chalata,2009-08-04
mkushi dho,chibefwe,2009-08-05
mkushi dho,chikupili,2009-08-05
mkushi dho,fiwila mission,2009-08-04
mkushi dho,kakushi,2009-08-05
mkushi dho,kampelembe,9-08-31
mkushi dho,kaundula,2009-08-04
mkushi dho,luanshimba,2009-08-04
mkushi dho,masansa,2009-08-06
mkushi dho,mboroma,2009-08-05
mkushi dho,miloso,2009-08-04
mkushi dho,mkushi coppermine,2009-08-06
mkushi dho,munsakamba,2009-08-05
mkushi dho,musofu,2009-08-05
mkushi dho,nkolonga,2009-08-04
mkushi dho,nkumbi,2009-08-04
mkushi dho,nshinso,2009-08-07
mkushi dho,old mkushi,2009-08-05
mkushi dho,twatasha,2009-08-05
mkushi dho,chengelo,2009-08-04
mkushi dho,moffat,2009-08-04
mkushi dho,chalata,2009-09-04
mkushi dho,chengelo,2009-09-03
mkushi dho,chembe,2009-09-04
mkushi dho,chibefwe,2009-09-04
mkushi dho,chikupili,2009-09-02
mkushi dho,fiwila mission,2009-09-04
mkushi dho,kakushi,2009-09-01
mkushi dho,kampelembe,2009-09-04
mkushi dho,kaundula,9-08-31
mkushi dho,luanshimba,2009-09-04
mkushi dho,masansa,2009-09-03
mkushi dho,miloso,2009-09-03
mkushi dho,mkushi coppermine,2009-09-04
mkushi dho,munsakamba,2009-09-04
mkushi dho,musofu,2009-09-04
mkushi dho,nkolonga,2009-09-07
mkushi dho,nkumbi,2009-09-02
mkushi dho,nshinso,2009-09-03
mkushi dho,old mkushi,2009-09-04
mkushi dho,twatasha,2009-09-03
mkushi dho,chalata,2009-10-05
mkushi dho,chengelo,2009-10-05
mkushi dho,chembe,2009-10-02
mkushi dho,chibefwe,2009-10-07
mkushi dho,chikupili,2009-10-02
mkushi dho,chimika,2009-10-06
mkushi dho,fiwila mission,2009-10-05
mkushi dho,kakushi,2009-10-05
mkushi dho,kampelembe,2009-10-02
mkushi dho,kaundula,2009-10-02
mkushi dho,luanshimba,2009-10-05
mkushi dho,masansa,2009-10-02
mkushi dho,mboroma,2009-10-02
mkushi dho,mboshya,9-10-13
mkushi dho,miloso,2009-10-01
mkushi dho,mkushi coppermine,2009-10-05
mkushi dho,moffat,2009-10-08
mkushi dho,munsakamba,2009-10-05
mkushi dho,musofu,2009-10-05
mkushi dho,nkolonga,2009-10-07
mkushi dho,nkumbi,2009-10-07
mkushi dho,nshinso,2009-10-05
mkushi dho,old mkushi,2009-10-05
mkushi dho,chalata,2009-11-03
mkushi dho,chengelo,2009-11-05
mkushi dho,chembe,2009-11-09
mkushi dho,chibefwe,2009-11-05
mkushi dho,chikupili,2009-11-09
mkushi dho,fiwila mission,2009-11-04
mkushi dho,kakushi,2009-11-04
mkushi dho,kampelembe,2009-11-02
mkushi dho,kaundula,2009-11-05
mkushi dho,luanshimba,2009-11-02
mkushi dho,masansa,2009-11-04
mkushi dho,mboshya,2009-11-10
mkushi dho,miloso,2009-11-02
mkushi dho,mkushi coppermine,2009-11-03
mkushi dho,moffat,2009-11-04
mkushi dho,munsakamba,2009-10-05
mkushi dho,musofu,2009-11-02
mkushi dho,nkolonga,2009-11-04
mkushi dho,nkumbi,2009-11-09
mkushi dho,nshinso,2009-11-03
mkushi dho,old mkushi,2009-11-05
mkushi dho,twatasha,2009-11-04
mkushi dho,chengelo,2009-11-04
mkushi dho,chingombe,9-11-30
mkushi dho,fiwila mission,2009-11-04
mkushi dho,kakushi,2009-12-07
mkushi dho,kampelembe,2009-11-30
mkushi dho,kaundula,2009-12-07
mkushi dho,masansa,2009-12-07
mkushi dho,miloso,2009-12-07
mkushi dho,moffat,2009-11-04
mkushi dho,nkumbi,2009-11-05
mkushi dho,nshinso,2009-11-03
mkushi dho,old mkushi,2009-12-07
mkushi dho,chalata,2010-01-04
mkushi dho,chibefwe,2010-01-08
mkushi dho,chikupili,2010-01-05
mkushi dho,kakushi,2010-01-08
mkushi dho,kampelembe,2010-01-05
mkushi dho,kaundula,2010-01-05
mkushi dho,masansa,2010-01-04
mkushi dho,miloso,2010-01-05
mkushi dho,moffat,2010-01-04
mkushi dho,munsakamba,2010-01-05
mkushi dho,nkolonga,2010-01-05
mkushi dho,nkumbi,2010-01-05
mkushi dho,old mkushi,2010-01-08
mkushi dho,twatasha,2010-01-04
mkushi dho,chalata,2010-02-03
mkushi dho,chengelo,2010-02-03
mkushi dho,chibefwe,2010-02-03
mkushi dho,chikupili,2010-02-02
mkushi dho,fiwila mission,2010-02-04
mkushi dho,kakushi,2010-02-02
mkushi dho,kampelembe,2010-02-02
mkushi dho,kaundula,2010-02-05
mkushi dho,luanshimba,2010-02-04
mkushi dho,masansa,2010-02-04
mkushi dho,mboroma,2010-02-05
mkushi dho,miloso,2010-02-03
mkushi dho,mkushi coppermine,2010-02-04
mkushi dho,moffat,2010-02-05
mkushi dho,munsakamba,2010-02-03
mkushi dho,musofu,2010-02-02
mkushi dho,nkolonga,2010-02-04
mkushi dho,nkumbi,2010-02-05
mkushi dho,nshinso,2010-02-05
mkushi dho,old mkushi,2010-02-04
mkushi dho,twatasha,2010-02-03
mkushi dho,chalata,2010-03-04
mkushi dho,chengelo,2010-03-04
mkushi dho,chibefwe,2010-03-02
mkushi dho,chikupili,2010-03-03
mkushi dho,chingombe,2010-03-05
mkushi dho,fiwila mission,2010-03-05
mkushi dho,kakushi,2010-03-04
mkushi dho,kampelembe,2010-03-03
mkushi dho,kaundula,2010-03-02
mkushi dho,luanshimba,2010-03-03
mkushi dho,masansa,2010-03-03
mkushi dho,mboroma,2010-03-05
mkushi dho,miloso,2010-03-03
mkushi dho,mkushi coppermine,2010-03-04
mkushi dho,moffat,2010-03-09
mkushi dho,munsakamba,2010-03-04
mkushi dho,musofu,2010-03-04
mkushi dho,nkolonga,2010-03-05
mkushi dho,nkumbi,2010-03-04
mkushi dho,nshinso,2010-03-04
mkushi dho,twatasha,2010-03-03
mkushi dho,chalata,2010-04-08
mkushi dho,chengelo,2010-04-06
mkushi dho,chibefwe,2010-04-07
mkushi dho,chikupili,2010-04-07
mkushi dho,fiwila mission,2010-04-07
mkushi dho,kakushi,10-03-31
mkushi dho,kampelembe,2010-04-07
mkushi dho,kaundula,2010-04-07
mkushi dho,luanshimba,2010-04-07
mkushi dho,masansa,2010-04-07
mkushi dho,mboshya,2010-04-07
mkushi dho,miloso,2010-04-06
mkushi dho,mkushi coppermine,10-03-31
mkushi dho,moffat,10-03-31
mkushi dho,munsakamba,2010-04-08
mkushi dho,musofu,10-03-31
mkushi dho,nkolonga,2010-04-09
mkushi dho,nkumbi,2010-04-07
mkushi dho,nshinso,2010-04-08
mkushi dho,twatasha,10-03-31
mkushi dho,chalata,2010-05-04
mkushi dho,chibefwe,2010-05-05
mkushi dho,chikupili,2010-05-04
mkushi dho,fiwila mission,2010-05-03
mkushi dho,kakushi,2010-05-04
mkushi dho,kampelembe,2010-05-05
mkushi dho,kaundula,2010-05-03
mkushi dho,luanshimba,2010-05-05
mkushi dho,masansa,2010-05-05
mkushi dho,mboroma,2010-05-03
mkushi dho,miloso,2010-05-03
mkushi dho,mkushi coppermine,2010-05-04
mkushi dho,moffat,2010-05-03
mkushi dho,munsakamba,2010-05-05
mkushi dho,musofu,2010-05-05
mkushi dho,nkolonga,2010-05-05
mkushi dho,nkumbi,2010-05-05
mkushi dho,nshinso,2010-05-05
mkushi dho,old mkushi,2010-05-03
mkushi dho,twatasha,2010-05-04
mufumbwe dho,miluji,2009-09-09
mufumbwe dho,jivundu,2009-09-09
mufumbwe dho,matushi,2009-09-01
mufumbwe dho,kalengwa,2009-09-03
mufumbwe dho,kabipupu,2009-09-03
mufumbwe dho,mushima,2009-09-01
mufumbwe dho,boma,2009-09-03
mufumbwe dho,kashima,2009-09-07
mufumbwe dho,lubilo,2009-09-02
mufumbwe dho,kaminzekenzeke,2009-09-10
mufumbwe dho,kabanda,2009-09-07
mufumbwe dho,munyambala,2009-09-08
mufumbwe dho,kinkonge,2009-09-08
mufumbwe dho,mufumbwe,2009-09-02
mufumbwe dho,miluji,2009-10-15
mufumbwe dho,jivundu,2009-10-12
mufumbwe dho,matushi,2009-10-05
mufumbwe dho,kalengwa,2009-10-05
mufumbwe dho,kabipupu,2009-10-05
mufumbwe dho,mushima,2009-10-01
mufumbwe dho,boma,2009-10-05
mufumbwe dho,kashima,2009-10-05
mufumbwe dho,lubilo,2009-10-05
mufumbwe dho,kaminzekenzeke,2009-10-05
mufumbwe dho,kabanda,2009-10-05
mufumbwe dho,munyambala,2009-10-07
